time,batteryLevel,batteryPercent,wirelessSignal,sensorsQuality,time,actionEye,actionUpperFace,powerUpperFace,actionLowerFace,powerLowerFace,time,engagement,excitement,longTermExcitement,stress,relaxation,interest,focus,isENG,isEXC,isSTR,isREL,isINT,isFOC,time,Pleasure,Arousal,Dominance,time,momentId,SAM-selectionP,SAM-selectionA,SAM-selectionD
,,,,,1722277984.0145,neutral,frown,0.336797,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722277984.0457,neutral,frown,0.336797,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722277984.0772,neutral,frown,0.336797,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722277984.1087,neutral,frown,0.336797,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722277984.1404,neutral,neutral,0.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722277984.1717,neutral,neutral,0.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722277984.203,neutral,neutral,0.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722277984.2345,neutral,neutral,0.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722277984.2662,neutral,neutral,0.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722277984.2981,neutral,neutral,0.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722277984.3298,neutral,neutral,0.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722277984.3615,neutral,neutral,0.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722277984.3932,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722277984.4247,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1722277984.4484,3,55,0.0,[4-4-2-4-4-83],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722277984.4562,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
