time,batteryLevel,batteryPercent,wirelessSignal,sensorsQuality,time,actionEye,actionUpperFace,powerUpperFace,actionLowerFace,powerLowerFace,time,engagement,excitement,longTermExcitement,stress,relaxation,interest,focus,isENG,isEXC,isSTR,isREL,isINT,isFOC,time,Pleasure,Arousal,Dominance,time,momentId,SAM-selectionP,SAM-selectionA,SAM-selectionD
,,,,,1722278128.9109,neutral,frown,0.28457,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1722278128.9188,3,55,0.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722278128.9426,neutral,frown,0.28457,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722278128.9742,neutral,frown,0.28457,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722278129.0059,neutral,frown,0.28457,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722278129.0376,neutral,frown,0.227984,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722278129.0693,neutral,frown,0.227984,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722278129.101,neutral,frown,0.227984,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722278129.1328,neutral,frown,0.227984,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722278129.1646,neutral,frown,0.328528,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722278129.1963,neutral,frown,0.328528,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722278129.228,neutral,frown,0.328528,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722278129.2597,neutral,frown,0.328528,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722278129.2915,neutral,frown,0.395809,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722278129.3233,neutral,frown,0.395809,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722278129.355,neutral,frown,0.395809,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722278129.3867,neutral,frown,0.395809,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722278129.4182,neutral,frown,0.235521,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1722278129.4419,3,55,0.0,[4-4-2-4-4-83],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722278129.4497,neutral,frown,0.235521,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722278129.481,neutral,frown,0.235521,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722278129.5122,neutral,frown,0.235521,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722278129.5434,neutral,frown,0.482667,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722278129.5747,neutral,frown,0.482667,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722278129.6063,neutral,frown,0.482667,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722278129.6378,neutral,frown,0.482667,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722278129.6692,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722278129.7006,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722278129.7318,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722278129.7634,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722278129.7948,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722278129.8264,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
