Time,Timestamp,Pleasure,Arousal,Dominance
1722051821.9565,2024-07-26 20:43:41.956,0.92,-0.21,0.34
1722051822.4565,2024-07-26 20:43:42.456,0.92,-0.20,0.34
1722051822.9565,2024-07-26 20:43:42.956,0.92,-0.20,0.34
1722051823.4565,2024-07-26 20:43:43.456,0.91,-0.21,0.35
1722051823.9565,2024-07-26 20:43:43.956,0.91,-0.21,0.35
1722051824.4565,2024-07-26 20:43:44.456,0.91,-0.21,0.35
1722051824.9565,2024-07-26 20:43:44.956,0.91,-0.21,0.35
1722051825.4565,2024-07-26 20:43:45.456,0.91,-0.21,0.35
1722051825.9565,2024-07-26 20:43:45.956,0.91,-0.21,0.36
1722051826.4565,2024-07-26 20:43:46.456,0.91,-0.20,0.35
1722051826.9565,2024-07-26 20:43:46.956,0.91,-0.21,0.35
1722051827.4565,2024-07-26 20:43:47.456,0.91,-0.21,0.35
1722051827.9565,2024-07-26 20:43:47.956,0.91,-0.21,0.36
1722051828.4565,2024-07-26 20:43:48.456,0.91,-0.21,0.35
1722051828.9565,2024-07-26 20:43:48.956,0.91,-0.20,0.36
1722051829.4565,2024-07-26 20:43:49.456,0.91,-0.20,0.36
1722051829.9565,2024-07-26 20:43:49.956,0.91,-0.20,0.36
1722051830.4565,2024-07-26 20:43:50.456,0.91,-0.20,0.36
1722051830.9565,2024-07-26 20:43:50.956,0.91,-0.20,0.36
1722051831.4565,2024-07-26 20:43:51.456,0.91,-0.20,0.36
1722051831.9565,2024-07-26 20:43:51.956,0.91,-0.20,0.36
1722051832.4565,2024-07-26 20:43:52.456,0.91,-0.20,0.36
1722051832.9565,2024-07-26 20:43:52.956,0.91,-0.20,0.36
1722051833.4565,2024-07-26 20:43:53.456,0.91,-0.19,0.36
1722051833.9565,2024-07-26 20:43:53.956,0.92,-0.19,0.35
1722051834.4565,2024-07-26 20:43:54.456,0.92,-0.19,0.35
1722051834.9565,2024-07-26 20:43:54.956,0.92,-0.19,0.35
1722051835.4565,2024-07-26 20:43:55.456,0.91,-0.20,0.36
1722051835.9565,2024-07-26 20:43:55.956,0.92,-0.20,0.35
1722051836.4565,2024-07-26 20:43:56.456,0.91,-0.20,0.35
1722051836.9565,2024-07-26 20:43:56.956,0.91,-0.20,0.36
1722051837.4565,2024-07-26 20:43:57.456,0.91,-0.20,0.36
1722051837.9565,2024-07-26 20:43:57.956,0.91,-0.21,0.36
1722051838.4565,2024-07-26 20:43:58.456,0.91,-0.21,0.36
1722051838.9565,2024-07-26 20:43:58.956,0.91,-0.21,0.36
1722051839.4565,2024-07-26 20:43:59.456,0.91,-0.21,0.36
1722051839.9565,2024-07-26 20:43:59.956,0.91,-0.21,0.37
1722051840.4565,2024-07-26 20:44:00.456,0.91,-0.21,0.37
1722051840.9565,2024-07-26 20:44:00.956,0.90,-0.22,0.37
1722051841.4565,2024-07-26 20:44:01.456,0.91,-0.21,0.36
1722051841.9565,2024-07-26 20:44:01.956,0.90,-0.22,0.37
1722051842.4565,2024-07-26 20:44:02.456,0.91,-0.21,0.36
1722051842.9565,2024-07-26 20:44:02.956,0.91,-0.21,0.36
1722051843.4565,2024-07-26 20:44:03.456,0.91,-0.21,0.36
1722051843.9565,2024-07-26 20:44:03.956,0.91,-0.20,0.36
1722051844.4565,2024-07-26 20:44:04.456,0.91,-0.20,0.35
1722051844.9565,2024-07-26 20:44:04.956,0.92,-0.18,0.34
1722051845.4565,2024-07-26 20:44:05.456,0.92,-0.18,0.34
1722051845.9565,2024-07-26 20:44:05.956,0.93,-0.17,0.33
1722051846.4565,2024-07-26 20:44:06.456,0.93,-0.17,0.33
1722051846.9565,2024-07-26 20:44:06.956,0.93,-0.16,0.32
