Time,Timestamp,Counter,Interpolated,Contact Quality,AF3,T7,Pz,T8,AF4
1722054623.8356,2024-07-26 21:30:23.835,86,false,0.0,4230.385, 4376.154, 4109.744, 4188.846, 4245.0
1722054623.8434,2024-07-26 21:30:23.843,87,false,0.0,4221.923, 4374.744, 4105.385, 4189.103, 4238.974
1722054623.8512,2024-07-26 21:30:23.851,88,false,0.0,4218.846, 4359.359, 4096.795, 4182.82, 4233.718
1722054623.859,2024-07-26 21:30:23.859,89,false,0.0,4225.385, 4359.615, 4105.513, 4190.641, 4236.923
1722054623.8668,2024-07-26 21:30:23.866,90,false,0.0,4232.436, 4383.846, 4116.282, 4201.026, 4246.923
1722054623.8746,2024-07-26 21:30:23.874,91,false,0.0,4220.897, 4379.359, 4101.667, 4185.641, 4240.385
1722054623.8824,2024-07-26 21:30:23.882,92,false,0.0,4212.949, 4366.154, 4092.821, 4172.308, 4228.333
1722054623.8903,2024-07-26 21:30:23.890,93,false,0.0,4228.077, 4390.641, 4110.513, 4184.872, 4238.205
1722054623.8981,2024-07-26 21:30:23.898,94,false,0.0,4232.949, 4394.615, 4114.231, 4193.077, 4246.41
1722054623.9059,2024-07-26 21:30:23.905,95,false,0.0,4228.077, 4366.154, 4103.205, 4191.667, 4242.82
1722054623.9137,2024-07-26 21:30:23.913,96,false,0.0,4244.744, 4380.897, 4113.718, 4202.436, 4257.82
1722054623.9215,2024-07-26 21:30:23.921,97,false,0.0,4254.872, 4408.333, 4125.0, 4208.59, 4269.872
1722054623.9293,2024-07-26 21:30:23.929,98,false,0.0,4239.872, 4387.564, 4117.436, 4198.974, 4253.718
1722054623.9371,2024-07-26 21:30:23.937,99,false,0.0,4238.205, 4367.82, 4113.333, 4194.615, 4247.949
1722054623.9449,2024-07-26 21:30:23.944,100,false,0.0,4248.59, 4371.282, 4107.436, 4193.077, 4258.718
1722054623.9528,2024-07-26 21:30:23.952,101,false,0.0,4242.308, 4368.59, 4095.641, 4184.359, 4252.564
1722054623.9606,2024-07-26 21:30:23.960,102,false,0.0,4232.564, 4375.769, 4100.0, 4184.231, 4242.82
1722054623.9684,2024-07-26 21:30:23.968,103,false,0.0,4230.897, 4386.282, 4105.769, 4188.718, 4242.949
1722054623.9762,2024-07-26 21:30:23.976,104,false,0.0,4227.564, 4377.436, 4097.308, 4181.026, 4239.744
1722054623.984,2024-07-26 21:30:23.984,105,false,0.0,4226.154, 4377.051, 4095.513, 4177.308, 4243.333
1722054623.9918,2024-07-26 21:30:23.991,106,false,0.0,4231.539, 4383.461, 4098.205, 4185.513, 4258.974
1722054623.9996,2024-07-26 21:30:23.999,107,false,0.0,4239.615, 4371.923, 4092.692, 4186.282, 4267.18
1722054624.0074,2024-07-26 21:30:24.007,108,false,0.0,4243.59, 4365.769, 4090.513, 4179.744, 4260.0
1722054624.0153,2024-07-26 21:30:24.015,109,false,0.0,4238.718, 4370.769, 4093.718, 4178.846, 4247.82
1722054624.0231,2024-07-26 21:30:24.023,110,false,0.0,4237.051, 4367.308, 4100.513, 4181.154, 4248.846
1722054624.0309,2024-07-26 21:30:24.030,111,false,0.0,4244.359, 4365.0, 4110.0, 4182.18, 4261.154
