Time,Timestamp,Pleasure,Arousal,Dominance
1722050688.9565,2024-07-26 20:24:48.956,0.93,-0.15,0.33
1722050689.4565,2024-07-26 20:24:49.456,0.93,-0.15,0.33
1722050689.9565,2024-07-26 20:24:49.956,0.93,-0.15,0.34
1722050690.4565,2024-07-26 20:24:50.456,0.93,-0.16,0.34
1722050690.9565,2024-07-26 20:24:50.956,0.93,-0.16,0.34
1722050691.4565,2024-07-26 20:24:51.456,0.92,-0.16,0.35
1722050691.9565,2024-07-26 20:24:51.956,0.92,-0.16,0.35
1722050692.4565,2024-07-26 20:24:52.456,0.92,-0.17,0.36
1722050692.9565,2024-07-26 20:24:52.956,0.92,-0.17,0.36
1722050693.4565,2024-07-26 20:24:53.456,0.92,-0.18,0.36
1722050693.9565,2024-07-26 20:24:53.956,0.92,-0.17,0.36
1722050694.4565,2024-07-26 20:24:54.456,0.92,-0.18,0.36
1722050694.9565,2024-07-26 20:24:54.956,0.92,-0.18,0.35
1722050695.4565,2024-07-26 20:24:55.456,0.92,-0.18,0.35
1722050695.9565,2024-07-26 20:24:55.956,0.92,-0.18,0.35
1722050696.4565,2024-07-26 20:24:56.456,0.92,-0.18,0.36
1722050696.9565,2024-07-26 20:24:56.956,0.92,-0.18,0.35
1722050697.4565,2024-07-26 20:24:57.456,0.92,-0.19,0.35
1722050697.9565,2024-07-26 20:24:57.956,0.92,-0.19,0.35
1722050698.4565,2024-07-26 20:24:58.456,0.92,-0.19,0.35
1722050698.9565,2024-07-26 20:24:58.956,0.92,-0.19,0.35
1722050699.4565,2024-07-26 20:24:59.456,0.92,-0.19,0.34
1722050699.9565,2024-07-26 20:24:59.956,0.92,-0.19,0.34
1722050700.4565,2024-07-26 20:25:00.456,0.92,-0.19,0.34
1722050700.9565,2024-07-26 20:25:00.956,0.92,-0.19,0.35
1722050701.4565,2024-07-26 20:25:01.456,0.92,-0.19,0.34
1722050701.9565,2024-07-26 20:25:01.956,0.92,-0.19,0.35
1722050702.4565,2024-07-26 20:25:02.456,0.92,-0.18,0.35
1722050702.9565,2024-07-26 20:25:02.956,0.92,-0.18,0.35
1722050703.4565,2024-07-26 20:25:03.456,0.92,-0.19,0.34
1722050703.9565,2024-07-26 20:25:03.956,0.92,-0.18,0.35
1722050704.4565,2024-07-26 20:25:04.456,0.92,-0.18,0.35
1722050704.9565,2024-07-26 20:25:04.956,0.92,-0.17,0.35
1722050705.4565,2024-07-26 20:25:05.456,0.92,-0.17,0.35
1722050705.9565,2024-07-26 20:25:05.956,0.92,-0.17,0.36
1722050706.4565,2024-07-26 20:25:06.456,0.92,-0.17,0.36
1722050706.9565,2024-07-26 20:25:06.956,0.92,-0.17,0.35
1722050707.4565,2024-07-26 20:25:07.456,0.92,-0.15,0.35
1722050707.9565,2024-07-26 20:25:07.956,0.93,-0.14,0.35
