Time,Timestamp,Active Attention or Focus,Attention or Focus,Active Engagement,Engagement,Active Excitement,Excitement,Active Interest,Interest,Active Relaxation,Relaxation,Active Stress,Stress
1722054624.1949,2024-07-26 21:30:24.194,true,0.841964,true,0.818195,true,0.863145,true,0.825514,true,0.8135,true,0.800858
1722054624.6949,2024-07-26 21:30:24.694,true,0.844443,true,0.808712,true,0.866795,true,0.820967,true,0.811596,true,0.818195
1722054625.1949,2024-07-26 21:30:25.194,true,0.84689,true,0.803831,true,0.862405,true,0.819122,true,0.798857,true,0.82997
1722054625.6949,2024-07-26 21:30:25.694,true,0.838609,true,0.806771,true,0.856364,true,0.821884,true,0.788626,true,0.845262
1722054626.1949,2024-07-26 21:30:26.194,true,0.84362,true,0.801853,true,0.847698,true,0.827307,true,0.786535,true,0.859412
1722054626.6949,2024-07-26 21:30:26.694,true,0.839453,true,0.804815,true,0.847698,true,0.822797,true,0.781241,true,0.874535
1722054627.1949,2024-07-26 21:30:27.194,true,0.837761,true,0.796841,true,0.834334,true,0.820967,true,0.770372,true,0.883182
1722054627.6949,2024-07-26 21:30:27.694,true,0.840293,true,0.804815,true,0.822797,true,0.83085,true,0.773672,true,0.894298
1722054628.1949,2024-07-26 21:30:28.194,true,0.836055,true,0.804815,true,0.818195,true,0.821884,true,0.768153,true,0.898932
1722054628.6949,2024-07-26 21:30:28.694,true,0.838609,true,0.817263,true,0.79785,true,0.824612,true,0.771476,true,0.906078
1722054629.1949,2024-07-26 21:30:29.194,true,0.834334,true,0.814446,true,0.792763,true,0.831727,true,0.780171,true,0.910247
1722054629.6949,2024-07-26 21:30:29.694,true,0.84113,true,0.826413,true,0.787582,true,0.827307,true,0.780171,true,0.914249
1722054630.1949,2024-07-26 21:30:30.194,true,0.834334,true,0.835196,true,0.768153,true,0.834334,true,0.788626,true,0.911768
1722054630.6949,2024-07-26 21:30:30.694,true,0.845262,true,0.84362,true,0.756837,true,0.834334,true,0.801853,true,0.913264
1722054631.1949,2024-07-26 21:30:31.194,true,0.838609,true,0.847698,true,0.751039,true,0.838609,true,0.806771,true,0.910757
1722054631.6949,2024-07-26 21:30:31.694,true,0.849305,true,0.855593,true,0.748695,true,0.842794,true,0.811596,true,0.908184
1722054632.1949,2024-07-26 21:30:32.194,true,0.850898,true,0.859412,true,0.74277,true,0.84689,true,0.823706,true,0.902838
1722054632.6949,2024-07-26 21:30:32.694,true,0.848504,true,0.860915,true,0.746336,true,0.850898,true,0.832599,true,0.895473
1722054633.1949,2024-07-26 21:30:33.194,true,0.856364,true,0.864615,true,0.740374,true,0.858655,true,0.847698,true,0.889477
1722054633.6949,2024-07-26 21:30:33.694,true,0.849838,true,0.852215,true,0.727769,true,0.852215,true,0.840852,true,0.872231
1722054634.1949,2024-07-26 21:30:34.194,true,0.85764,true,0.856107,true,0.737561,true,0.853782,true,0.849038,true,0.865102
1722054634.6949,2024-07-26 21:30:34.694,true,0.85916,true,0.849838,true,0.737561,true,0.867275,true,0.846619,true,0.855336
1722054635.1949,2024-07-26 21:30:35.194,true,0.856876,true,0.849838,true,0.762164,true,0.865102,true,0.860666,true,0.844989
1722054635.6949,2024-07-26 21:30:35.694,true,0.860666,true,0.843345,true,0.771108,true,0.866554,true,0.864371,true,0.834046
1722054636.1949,2024-07-26 21:30:36.194,true,0.864371,true,0.832309,true,0.785132,true,0.870127,true,0.864371,true,0.822493
1722054636.6949,2024-07-26 21:30:36.694,true,0.867993,true,0.820661,true,0.795488,true,0.870127,true,0.862158,true,0.815075
1722054637.1949,2024-07-26 21:30:37.194,true,0.862158,true,0.823404,true,0.816015,true,0.867993,true,0.862158,true,0.80742
1722054637.6949,2024-07-26 21:30:37.694,true,0.862158,true,0.806446,true,0.832309,true,0.862158,true,0.862158,true,0.804487
1722054638.1949,2024-07-26 21:30:38.194,true,0.858402,true,0.793447,true,0.843345,true,0.867993,true,0.852215,true,0.796503
1722054638.6949,2024-07-26 21:30:38.694,true,0.858402,true,0.774401,true,0.85764,true,0.858402,true,0.848236,true,0.785132
1722054639.1949,2024-07-26 21:30:39.194,true,0.854561,true,0.77221,true,0.865102,true,0.854561,true,0.837478,true,0.795488
1722054639.6949,2024-07-26 21:30:39.694,true,0.846619,true,0.757603,true,0.874306,true,0.850634,true,0.840014,true,0.792421
1722054640.1949,2024-07-26 21:30:40.194,true,0.849038,true,0.7553,true,0.8777,true,0.846619,true,0.824311,true,0.79447
1722054640.6949,2024-07-26 21:30:40.694,true,0.840852,true,0.739973,true,0.886157,true,0.838327,true,0.819739,true,0.804487
1722054641.1949,2024-07-26 21:30:41.194,true,0.836625,true,0.733916,true,0.889272,true,0.834046,true,0.810318,true,0.801521
1722054641.6949,2024-07-26 21:30:41.694,true,0.827902,true,0.737561,true,0.889272,true,0.832309,true,0.80839,true,0.811277
1722054642.1949,2024-07-26 21:30:42.194,true,0.830557,true,0.737561,true,0.889272,true,0.827902,true,0.795488,true,0.80839
1722054642.6949,2024-07-26 21:30:42.694,true,0.821579,true,0.747124,true,0.889272,true,0.818814,true,0.790357,true,0.820661
1722054643.1949,2024-07-26 21:30:43.194,true,0.824311,true,0.747124,true,0.886157,true,0.814131,true,0.788279,true,0.817884
1722054643.6949,2024-07-26 21:30:43.694,true,0.819739,true,0.771108,true,0.882967,true,0.816952,true,0.788279,true,0.829676
1722054644.1949,2024-07-26 21:30:44.194,true,0.815075,true,0.776577,true,0.870831,true,0.819739,true,0.783016,true,0.822493
1722054644.6949,2024-07-26 21:30:44.694,true,0.809998,true,0.784781,true,0.857386,true,0.794129,true,0.777299,true,0.817574
1722054645.1949,2024-07-26 21:30:45.194,true,0.809998,true,0.790012,true,0.849572,true,0.802183,true,0.785834,true,0.820354
1722054645.6949,2024-07-26 21:30:45.694,true,0.809998,true,0.808067,true,0.838891,true,0.802183,true,0.791047,true,0.812867
1722054646.1949,2024-07-26 21:30:46.194,true,0.814761,true,0.832018,true,0.823101,true,0.814761,true,0.804159,true,0.815702
1722054646.6949,2024-07-26 21:30:46.694,true,0.819431,true,0.843069,true,0.818504,true,0.814761,true,0.81664,true,0.813816
1722054647.1949,2024-07-26 21:30:47.194,true,0.831143,true,0.857386,true,0.809034,true,0.824009,true,0.821273,true,0.81664
