Time,Timestamp,Active Attention or Focus,Attention or Focus,Active Engagement,Engagement,Active Excitement,Excitement,Active Interest,Interest,Active Relaxation,Relaxation,Active Stress,Stress
1722050305.9565,2024-07-26 20:18:25.956,true,0.738367,true,0.700567,true,0.675079,true,0.824913,true,0.739572,true,0.841409
1722050306.4565,2024-07-26 20:18:26.456,true,0.732285,true,0.710949,true,0.681896,true,0.809998,true,0.741973,true,0.838891
1722050306.9565,2024-07-26 20:18:26.956,true,0.719856,true,0.710949,true,0.688635,true,0.809998,true,0.738367,true,0.838891
1722050307.4565,2024-07-26 20:18:27.456,true,0.703182,true,0.727356,true,0.705785,true,0.797178,true,0.740774,true,0.832018
1722050307.9565,2024-07-26 20:18:27.956,true,0.685949,true,0.733509,true,0.728593,true,0.797178,true,0.743168,true,0.820354
1722050308.4565,2024-07-26 20:18:28.456,true,0.689974,true,0.749087,true,0.734729,true,0.783723,true,0.749087,true,0.815702
1722050308.9565,2024-07-26 20:18:28.956,true,0.679178,true,0.76065,true,0.74673,true,0.764047,true,0.751429,true,0.795149
1722050309.4565,2024-07-26 20:18:29.456,true,0.668187,true,0.771843,true,0.767411,true,0.749087,true,0.75722,true,0.790012
1722050309.9565,2024-07-26 20:18:29.956,true,0.679178,true,0.785834,true,0.781597,true,0.737158,true,0.753756,true,0.77074
1722050310.4565,2024-07-26 20:18:30.456,true,0.675079,true,0.796165,true,0.786884,true,0.721115,true,0.768524,true,0.74673
1722050310.9565,2024-07-26 20:18:30.956,true,0.692641,true,0.80119,true,0.805142,true,0.708373,true,0.768524,true,0.734729
1722050311.4565,2024-07-26 20:18:31.456,true,0.688635,true,0.803173,true,0.805142,true,0.684601,true,0.768524,true,0.712232
1722050311.9565,2024-07-26 20:18:31.956,true,0.701876,true,0.815702,true,0.817574,true,0.677815,true,0.768524,true,0.695296
1722050312.4565,2024-07-26 20:18:32.456,true,0.718594,true,0.812867,true,0.817574,true,0.659821,true,0.762918,true,0.677815
1722050312.9565,2024-07-26 20:18:32.956,true,0.731058,true,0.824913,true,0.824913,true,0.664017,true,0.766293,true,0.664017
1722050313.4565,2024-07-26 20:18:33.456,true,0.752594,true,0.817574,true,0.820354,true,0.645656,true,0.769634,true,0.652772
1722050313.9565,2024-07-26 20:18:33.956,true,0.758367,true,0.809998,true,0.815702,true,0.645656,true,0.758367,true,0.634135
1722050314.4565,2024-07-26 20:18:34.456,true,0.786884,true,0.809998,true,0.803173,true,0.65701,true,0.752594,true,0.634135
1722050314.9565,2024-07-26 20:18:34.956,true,0.792078,true,0.805142,true,0.806121,true,0.65701,true,0.75026,true,0.622459
1722050315.4565,2024-07-26 20:18:35.456,true,0.812867,true,0.800192,true,0.80119,true,0.675079,true,0.74791,true,0.641354
1722050315.9565,2024-07-26 20:18:35.956,true,0.824913,true,0.786884,true,0.782662,true,0.681896,true,0.741973,true,0.64851
1722050316.4565,2024-07-26 20:18:36.456,true,0.824913,true,0.776216,true,0.771843,true,0.709663,true,0.739572,true,0.6556
1722050316.9565,2024-07-26 20:18:36.956,true,0.838891,true,0.77074,true,0.766293,true,0.72237,true,0.733509,true,0.673707
1722050317.4565,2024-07-26 20:18:37.456,true,0.845534,true,0.75951,true,0.754914,true,0.74791,true,0.737158,true,0.680539
1722050317.9565,2024-07-26 20:18:37.956,true,0.847967,true,0.74791,true,0.739572,true,0.75951,true,0.731058,true,0.704485
