Time,Timestamp,Active Attention or Focus,Attention or Focus,Active Engagement,Engagement,Active Excitement,Excitement,Active Interest,Interest,Active Relaxation,Relaxation,Active Stress,Stress
1722050318.4565,2024-07-26 20:18:38.456,true,0.850369,true,0.732285,true,0.733509,true,0.787931,true,0.731058,true,0.727356
1722050318.9565,2024-07-26 20:18:38.956,true,0.862899,true,0.745941,true,0.743565,true,0.814131,true,0.747124,true,0.758749
1722050319.4565,2024-07-26 20:18:39.456,true,0.865102,true,0.739973,true,0.737561,true,0.830557,true,0.756453,true,0.778739
1722050319.9565,2024-07-26 20:18:39.956,true,0.85764,true,0.743565,true,0.727769,true,0.841686,true,0.762164,true,0.792421
1722050320.4565,2024-07-26 20:18:40.456,true,0.856107,true,0.737561,true,0.737561,true,0.852215,true,0.758749,true,0.805469
1722050320.9565,2024-07-26 20:18:40.956,true,0.852215,true,0.737561,true,0.733916,true,0.867993,true,0.773307,true,0.817884
1722050321.4565,2024-07-26 20:18:41.456,true,0.850634,true,0.747124,true,0.733916,true,0.873617,true,0.770003,true,0.829676
1722050321.9565,2024-07-26 20:18:41.956,true,0.846619,true,0.756453,true,0.739973,true,0.873617,true,0.780885,true,0.843345
1722050322.4565,2024-07-26 20:18:42.456,true,0.838327,true,0.771108,true,0.751818,true,0.879036,true,0.791391,true,0.849838
1722050322.9565,2024-07-26 20:18:42.956,true,0.834046,true,0.776577,true,0.766666,true,0.881015,true,0.788279,true,0.852215
1722050323.4565,2024-07-26 20:18:43.456,true,0.82701,true,0.790357,true,0.77766,true,0.882967,true,0.798522,true,0.858402
1722050323.9565,2024-07-26 20:18:43.956,true,0.822493,true,0.803502,true,0.783016,true,0.879699,true,0.803502,true,0.866554
1722050324.4565,2024-07-26 20:18:44.456,true,0.815075,true,0.820661,true,0.801521,true,0.872926,true,0.813184,true,0.85916
1722050324.9565,2024-07-26 20:18:44.956,true,0.815075,true,0.829676,true,0.818814,true,0.869419,true,0.810318,true,0.861413
1722050325.4565,2024-07-26 20:18:45.456,true,0.804487,true,0.840852,true,0.823404,true,0.862158,true,0.810318,true,0.859914
1722050325.9565,2024-07-26 20:18:45.956,true,0.801521,true,0.855336,true,0.83491,true,0.858402,true,0.815075,true,0.856107
1722050326.4565,2024-07-26 20:18:46.456,true,0.798522,true,0.865102,true,0.845806,true,0.844169,true,0.80742,true,0.848236
1722050326.9565,2024-07-26 20:18:46.956,true,0.795488,true,0.866554,true,0.849838,true,0.835769,true,0.815075,true,0.840014
1722050327.4565,2024-07-26 20:18:47.456,true,0.797514,true,0.875673,true,0.856107,true,0.824311,true,0.802514,true,0.842517
1722050327.9565,2024-07-26 20:18:47.956,true,0.786185,true,0.875673,true,0.862158,true,0.812232,true,0.805469,true,0.831435
1722050328.4565,2024-07-26 20:18:48.456,true,0.796503,true,0.879036,true,0.864371,true,0.799525,true,0.800525,true,0.82701
1722050328.9565,2024-07-26 20:18:48.956,true,0.790357,true,0.879036,true,0.864371,true,0.791391,true,0.795488,true,0.815075
1722050329.4565,2024-07-26 20:18:49.456,true,0.787234,true,0.879036,true,0.866554,true,0.774401,true,0.793447,true,0.815075
1722050329.9565,2024-07-26 20:18:49.956,true,0.784076,true,0.870127,true,0.85916,true,0.774401,true,0.788279,true,0.80742
1722050330.4565,2024-07-26 20:18:50.456,true,0.786185,true,0.866554,true,0.855336,true,0.771108,true,0.786185,true,0.799525
1722050330.9565,2024-07-26 20:18:50.956,true,0.77766,true,0.856876,true,0.853782,true,0.758749,true,0.784076,true,0.804487
1722050331.4565,2024-07-26 20:18:51.456,true,0.774401,true,0.846619,true,0.843345,true,0.7553,true,0.787234,true,0.801521
1722050331.9565,2024-07-26 20:18:51.956,true,0.765546,true,0.831435,true,0.841686,true,0.751818,true,0.781952,true,0.795488
1722050332.4565,2024-07-26 20:18:52.456,true,0.765546,true,0.819739,true,0.837478,true,0.754143,true,0.779814,true,0.792421
1722050332.9565,2024-07-26 20:18:52.956,true,0.759891,true,0.802514,true,0.821579,true,0.756453,true,0.788279,true,0.802514
1722050333.4565,2024-07-26 20:18:53.456,true,0.760271,true,0.79785,true,0.829086,true,0.768153,true,0.804815,true,0.81255
1722050333.9565,2024-07-26 20:18:53.956,true,0.754529,true,0.784429,true,0.817263,true,0.770372,true,0.804815,true,0.806771
1722050334.4565,2024-07-26 20:18:54.456,true,0.757985,true,0.761408,true,0.804815,true,0.775853,true,0.81255,true,0.811596
1722050334.9565,2024-07-26 20:18:54.956,true,0.752206,true,0.749869,true,0.796841,true,0.786535,true,0.824612,true,0.805795
1722050335.4565,2024-07-26 20:18:55.456,true,0.740374,true,0.730648,true,0.796841,true,0.78337,true,0.836055,true,0.810638
1722050335.9565,2024-07-26 20:18:55.956,true,0.737964,true,0.714362,true,0.788626,true,0.78337,true,0.833469,true,0.815389
1722050336.4565,2024-07-26 20:18:56.456,true,0.731877,true,0.704051,true,0.776939,true,0.788626,true,0.844443,true,0.81255
1722050336.9565,2024-07-26 20:18:56.956,true,0.729416,true,0.693528,true,0.782307,true,0.788626,true,0.848504,true,0.81255
1722050337.4565,2024-07-26 20:18:57.456,true,0.733101,true,0.689528,true,0.770372,true,0.796841,true,0.862405,true,0.804815
1722050337.9565,2024-07-26 20:18:57.956,true,0.736754,true,0.696178,true,0.772576,true,0.78337,true,0.863882,true,0.81255
1722050338.4565,2024-07-26 20:18:58.456,true,0.730648,true,0.681444,true,0.760271,true,0.786535,true,0.867515,true,0.799859
1722050338.9565,2024-07-26 20:18:58.956,true,0.734322,true,0.688189,true,0.771476,true,0.789666,true,0.868945,true,0.802844
1722050339.4565,2024-07-26 20:18:59.456,true,0.743962,true,0.70144,true,0.773672,true,0.784429,true,0.872463,true,0.789666
1722050339.9565,2024-07-26 20:18:59.956,true,0.753369,true,0.707943,true,0.761408,true,0.773672,true,0.8759,true,0.787582
1722050340.4565,2024-07-26 20:19:00.456,true,0.768153,true,0.720696,true,0.772576,true,0.776939,true,0.868232,true,0.790702
1722050340.9565,2024-07-26 20:19:00.956,true,0.768153,true,0.726942,true,0.769265,true,0.774765,true,0.871766,true,0.771476
1722050341.4565,2024-07-26 20:19:01.456,true,0.782307,true,0.748695,true,0.76592,true,0.772576,true,0.860165,true,0.769265
1722050341.9565,2024-07-26 20:19:01.956,true,0.800858,true,0.754529,true,0.762541,true,0.767039,true,0.860165,true,0.763671
1722050342.4565,2024-07-26 20:19:02.456,true,0.805795,true,0.769265,true,0.762541,true,0.770372,true,0.84362,true,0.761408
1722050342.9565,2024-07-26 20:19:02.956,true,0.815389,true,0.774765,true,0.762541,true,0.75913,true,0.83691,true,0.755685
1722050343.4565,2024-07-26 20:19:03.456,true,0.831727,true,0.796841,true,0.762541,true,0.768153,true,0.818195,true,0.75913
1722050343.9565,2024-07-26 20:19:03.956,true,0.836055,true,0.804815,true,0.756837,true,0.762541,true,0.808712,true,0.753369
1722050344.4565,2024-07-26 20:19:04.456,true,0.844443,true,0.81255,true,0.760271,true,0.771476,true,0.787582,true,0.753369
1722050344.9565,2024-07-26 20:19:04.956,true,0.858908,true,0.827605,true,0.769634,true,0.785834,true,0.782662,true,0.777299
1722050345.4565,2024-07-26 20:19:05.456,true,0.862652,true,0.834622,true,0.758367,true,0.791047,true,0.762918,true,0.777299
1722050345.9565,2024-07-26 20:19:05.956,true,0.860416,true,0.83289,true,0.761786,true,0.796165,true,0.74791,true,0.782662
1722050346.4565,2024-07-26 20:19:06.456,true,0.869891,true,0.842241,true,0.768524,true,0.80119,true,0.726114,true,0.787931
1722050346.9565,2024-07-26 20:19:06.956,true,0.864127,true,0.838044,true,0.762918,true,0.806121,true,0.719856,true,0.793105
1722050347.4565,2024-07-26 20:19:07.456,true,0.864127,true,0.843069,true,0.76065,true,0.810958,true,0.703182,true,0.803173
1722050347.9565,2024-07-26 20:19:07.956,true,0.854302,true,0.834622,true,0.764047,true,0.820354,true,0.685949,true,0.800192
1722050348.4565,2024-07-26 20:19:08.456,true,0.854302,true,0.837194,true,0.77074,true,0.822189,true,0.679178,true,0.817574
