Time,Timestamp,BatteryLevel,BatteryPercent,WirelessSignal,Sensor 0,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9,Sensor 10,Sensor 11,Sensor 12,Sensor 13,,Overall Quality
1722050958.9721,2024-07-26 20:29:18.972,4,100,1.0,4,4,4,4,4,100
1722050959.4721,2024-07-26 20:29:19.472,4,100,1.0,4,4,4,4,4,100
1722050959.9721,2024-07-26 20:29:19.972,4,100,1.0,4,4,4,4,4,100
1722050960.4721,2024-07-26 20:29:20.472,4,100,1.0,4,4,4,4,4,100
1722050960.9721,2024-07-26 20:29:20.972,4,100,1.0,4,4,4,4,4,100
1722050961.4721,2024-07-26 20:29:21.472,4,100,1.0,4,4,4,4,4,100
1722050961.9721,2024-07-26 20:29:21.972,4,100,1.0,4,4,4,4,4,100
1722050962.4721,2024-07-26 20:29:22.472,4,100,1.0,4,4,4,4,4,100
1722050962.9721,2024-07-26 20:29:22.972,4,100,1.0,4,4,4,4,4,100
1722050963.4721,2024-07-26 20:29:23.472,4,100,1.0,4,4,4,4,4,100
1722050963.9721,2024-07-26 20:29:23.972,4,100,1.0,4,4,4,4,4,100
1722050964.4721,2024-07-26 20:29:24.472,4,100,1.0,4,4,4,4,4,100
1722050964.9721,2024-07-26 20:29:24.972,4,100,1.0,4,4,4,4,4,100
1722050965.4721,2024-07-26 20:29:25.472,4,100,1.0,4,4,4,4,4,100
1722050965.9721,2024-07-26 20:29:25.972,4,100,1.0,4,4,4,4,4,100
1722050966.4721,2024-07-26 20:29:26.472,4,100,1.0,4,4,4,4,4,100
1722050966.9721,2024-07-26 20:29:26.972,4,100,1.0,4,4,4,4,4,100
1722050967.4721,2024-07-26 20:29:27.472,4,100,1.0,4,4,4,4,4,100
1722050967.9721,2024-07-26 20:29:27.972,4,100,1.0,4,4,4,4,4,100
1722050968.4721,2024-07-26 20:29:28.472,4,100,1.0,4,4,4,4,4,100
1722050968.9721,2024-07-26 20:29:28.972,4,100,1.0,4,4,4,4,4,100
1722050969.4721,2024-07-26 20:29:29.472,4,100,1.0,4,4,4,4,4,100
1722050969.9721,2024-07-26 20:29:29.972,4,100,1.0,4,4,4,4,4,100
1722050970.4721,2024-07-26 20:29:30.472,4,100,1.0,4,4,4,4,4,100
1722050970.9721,2024-07-26 20:29:30.972,4,100,1.0,4,4,4,4,4,100
1722050971.4721,2024-07-26 20:29:31.472,4,100,1.0,4,4,4,4,4,100
1722050971.9721,2024-07-26 20:29:31.972,4,100,1.0,4,4,4,4,4,100
1722050972.4721,2024-07-26 20:29:32.472,4,100,1.0,4,4,4,4,4,100
1722050972.9721,2024-07-26 20:29:32.972,4,100,1.0,4,4,4,4,4,100
1722050973.4721,2024-07-26 20:29:33.472,4,100,1.0,4,4,4,4,4,100
1722050973.9721,2024-07-26 20:29:33.972,4,100,1.0,4,4,4,4,4,100
1722050974.4721,2024-07-26 20:29:34.472,4,100,1.0,4,4,4,4,4,100
1722050974.9721,2024-07-26 20:29:34.972,4,100,1.0,4,4,4,4,4,100
1722050975.4721,2024-07-26 20:29:35.472,4,100,1.0,4,4,4,4,4,100
1722050975.9721,2024-07-26 20:29:35.972,4,100,1.0,4,4,4,4,4,100
1722050976.4721,2024-07-26 20:29:36.472,4,100,1.0,4,4,4,4,4,100
1722050976.9721,2024-07-26 20:29:36.972,4,100,1.0,4,4,4,4,4,100
1722050977.4721,2024-07-26 20:29:37.472,4,100,1.0,4,4,4,4,4,100
