time,timestamp,actionEye,actionUpperFace,powerUpperFace,actionLowerFace,powerLowerFace
1722050688.6127,2024-07-26 20:24:48.612,neutral,frown,0.95,clench,0.8
1722050688.644,2024-07-26 20:24:48.644,neutral,frown,0.95,clench,0.8
1722050688.6752,2024-07-26 20:24:48.675,neutral,frown,0.95,clench,0.8
1722050688.7065,2024-07-26 20:24:48.706,neutral,frown,0.95,clench,0.8
1722050688.7377,2024-07-26 20:24:48.737,neutral,frown,0.95,clench,0.8
1722050688.769,2024-07-26 20:24:48.769,neutral,frown,0.95,clench,0.8
1722050688.8002,2024-07-26 20:24:48.800,neutral,frown,0.95,clench,0.8
1722050688.8315,2024-07-26 20:24:48.831,neutral,frown,0.95,clench,0.8
1722050688.8627,2024-07-26 20:24:48.862,neutral,frown,0.95,clench,0.8
1722050688.894,2024-07-26 20:24:48.894,neutral,frown,0.95,clench,0.8
1722050688.9252,2024-07-26 20:24:48.925,neutral,frown,0.95,clench,0.8
1722050688.9565,2024-07-26 20:24:48.956,neutral,frown,0.95,clench,0.8
1722050688.9877,2024-07-26 20:24:48.987,neutral,frown,0.95,clench,0.8
1722050689.019,2024-07-26 20:24:49.019,neutral,frown,0.95,clench,0.8
1722050689.0502,2024-07-26 20:24:49.050,neutral,frown,0.95,clench,0.8
1722050689.0815,2024-07-26 20:24:49.081,neutral,frown,0.95,clench,0.8
1722050689.1127,2024-07-26 20:24:49.112,neutral,frown,0.95,clench,0.8
1722050689.144,2024-07-26 20:24:49.144,neutral,frown,0.95,clench,0.8
1722050689.1752,2024-07-26 20:24:49.175,neutral,frown,0.95,clench,0.8
1722050689.2065,2024-07-26 20:24:49.206,neutral,frown,0.95,clench,0.8
1722050689.2377,2024-07-26 20:24:49.237,neutral,frown,0.95,clench,0.8
1722050689.269,2024-07-26 20:24:49.269,neutral,frown,0.95,clench,0.8
1722050689.3002,2024-07-26 20:24:49.300,neutral,frown,0.95,clench,0.8
1722050689.3315,2024-07-26 20:24:49.331,neutral,frown,0.95,clench,0.8
1722050689.3627,2024-07-26 20:24:49.362,neutral,frown,0.95,clench,0.8
1722050689.394,2024-07-26 20:24:49.394,neutral,frown,0.95,clench,0.8
1722050689.4252,2024-07-26 20:24:49.425,neutral,frown,0.95,clench,0.8
1722050689.4565,2024-07-26 20:24:49.456,neutral,frown,0.95,clench,0.8
1722050689.4877,2024-07-26 20:24:49.487,neutral,frown,0.95,clench,0.8
1722050689.519,2024-07-26 20:24:49.519,neutral,frown,0.95,clench,0.8
1722050689.5502,2024-07-26 20:24:49.550,neutral,frown,0.95,clench,0.8
1722050689.5815,2024-07-26 20:24:49.581,neutral,frown,0.95,clench,0.8
1722050689.6127,2024-07-26 20:24:49.612,neutral,frown,0.95,clench,0.8
1722050689.644,2024-07-26 20:24:49.644,neutral,frown,0.95,clench,0.8
1722050689.6752,2024-07-26 20:24:49.675,neutral,frown,0.95,clench,0.8
1722050689.7065,2024-07-26 20:24:49.706,neutral,frown,0.95,clench,0.8
1722050689.7377,2024-07-26 20:24:49.737,neutral,frown,0.95,clench,0.8
1722050689.769,2024-07-26 20:24:49.769,neutral,frown,0.95,clench,0.8
1722050689.8002,2024-07-26 20:24:49.800,neutral,frown,0.95,clench,0.8
1722050689.8315,2024-07-26 20:24:49.831,neutral,frown,0.95,clench,0.8
1722050689.8627,2024-07-26 20:24:49.862,neutral,frown,0.95,clench,0.8
1722050689.894,2024-07-26 20:24:49.894,neutral,frown,0.95,clench,0.8
1722050689.9252,2024-07-26 20:24:49.925,neutral,frown,0.95,clench,0.8
1722050689.9565,2024-07-26 20:24:49.956,neutral,frown,0.95,clench,0.8
1722050689.9877,2024-07-26 20:24:49.987,neutral,frown,0.95,clench,0.8
1722050690.019,2024-07-26 20:24:50.019,neutral,frown,0.95,clench,0.8
1722050690.0502,2024-07-26 20:24:50.050,neutral,frown,0.95,clench,0.8
1722050690.0815,2024-07-26 20:24:50.081,neutral,frown,0.95,clench,0.8
1722050690.1127,2024-07-26 20:24:50.112,neutral,frown,0.95,clench,0.8
1722050690.144,2024-07-26 20:24:50.144,neutral,frown,0.95,clench,0.8
1722050690.1752,2024-07-26 20:24:50.175,neutral,frown,0.95,clench,0.8
1722050690.2065,2024-07-26 20:24:50.206,neutral,frown,0.95,clench,0.8
1722050690.2377,2024-07-26 20:24:50.237,neutral,frown,0.95,clench,0.8
1722050690.269,2024-07-26 20:24:50.269,neutral,frown,0.95,clench,0.8
1722050690.3002,2024-07-26 20:24:50.300,neutral,frown,0.95,clench,0.8
1722050690.3315,2024-07-26 20:24:50.331,neutral,frown,0.95,clench,0.8
1722050690.3627,2024-07-26 20:24:50.362,neutral,frown,0.95,clench,0.8
1722050690.394,2024-07-26 20:24:50.394,neutral,frown,0.95,clench,0.8
1722050690.4252,2024-07-26 20:24:50.425,neutral,frown,0.95,clench,0.8
1722050690.4565,2024-07-26 20:24:50.456,neutral,frown,0.95,clench,0.8
1722050690.4877,2024-07-26 20:24:50.487,neutral,frown,0.95,clench,0.8
1722050690.519,2024-07-26 20:24:50.519,neutral,frown,0.95,clench,0.8
1722050690.5502,2024-07-26 20:24:50.550,neutral,frown,0.95,clench,0.8
1722050690.5815,2024-07-26 20:24:50.581,neutral,frown,0.95,clench,0.8
1722050690.6127,2024-07-26 20:24:50.612,neutral,frown,0.95,clench,0.8
1722050690.644,2024-07-26 20:24:50.644,neutral,frown,0.95,clench,0.8
1722050690.6752,2024-07-26 20:24:50.675,neutral,frown,0.95,clench,0.8
