Time,Timestamp,BatteryLevel,BatteryPercent,WirelessSignal,Sensor 0,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9,Sensor 10,Sensor 11,Sensor 12,Sensor 13,,Overall Quality
1722051821.9721,2024-07-26 20:43:41.972,4,100,1.0,4,4,4,4,4,100
1722051822.4721,2024-07-26 20:43:42.472,4,100,1.0,4,4,4,4,4,100
1722051822.9721,2024-07-26 20:43:42.972,4,100,1.0,4,4,4,4,4,100
1722051823.4721,2024-07-26 20:43:43.472,4,100,1.0,4,4,4,4,4,100
1722051823.9721,2024-07-26 20:43:43.972,4,100,1.0,4,4,4,4,4,100
1722051824.4721,2024-07-26 20:43:44.472,4,100,1.0,4,4,4,4,4,100
1722051824.9721,2024-07-26 20:43:44.972,4,100,1.0,4,4,4,4,4,100
1722051825.4721,2024-07-26 20:43:45.472,4,100,1.0,4,4,4,4,4,100
1722051825.9721,2024-07-26 20:43:45.972,4,100,1.0,4,4,4,4,4,100
1722051826.4721,2024-07-26 20:43:46.472,4,100,1.0,4,4,4,4,4,100
1722051826.9721,2024-07-26 20:43:46.972,4,100,1.0,4,4,4,4,4,100
1722051827.4721,2024-07-26 20:43:47.472,4,100,1.0,4,4,4,4,4,100
1722051827.9721,2024-07-26 20:43:47.972,4,100,1.0,4,4,4,4,4,100
1722051828.4721,2024-07-26 20:43:48.472,4,100,1.0,4,4,4,4,4,100
1722051828.9721,2024-07-26 20:43:48.972,4,100,1.0,4,4,4,4,4,100
1722051829.4721,2024-07-26 20:43:49.472,4,100,1.0,4,4,4,4,4,100
1722051829.9721,2024-07-26 20:43:49.972,4,100,1.0,4,4,4,4,4,100
1722051830.4721,2024-07-26 20:43:50.472,4,100,1.0,4,4,4,4,4,100
1722051830.9721,2024-07-26 20:43:50.972,4,100,1.0,4,4,4,4,4,100
1722051831.4721,2024-07-26 20:43:51.472,4,100,1.0,4,4,4,4,4,100
1722051831.9721,2024-07-26 20:43:51.972,4,100,1.0,4,4,4,4,4,100
1722051832.4721,2024-07-26 20:43:52.472,4,100,1.0,4,4,4,4,4,100
1722051832.9721,2024-07-26 20:43:52.972,4,100,1.0,4,4,4,4,4,100
1722051833.4721,2024-07-26 20:43:53.472,4,100,1.0,4,4,4,4,4,100
1722051833.9721,2024-07-26 20:43:53.972,4,100,1.0,4,4,4,4,4,100
1722051834.4721,2024-07-26 20:43:54.472,4,100,1.0,4,4,4,4,4,100
1722051834.9721,2024-07-26 20:43:54.972,4,100,1.0,4,4,4,4,4,100
1722051835.4721,2024-07-26 20:43:55.472,4,100,1.0,4,4,4,4,4,100
1722051835.9721,2024-07-26 20:43:55.972,4,100,1.0,4,4,4,4,4,100
1722051836.4721,2024-07-26 20:43:56.472,4,100,1.0,4,4,4,4,4,100
1722051836.9721,2024-07-26 20:43:56.972,4,100,1.0,4,4,4,4,4,100
1722051837.4721,2024-07-26 20:43:57.472,4,100,1.0,4,4,4,4,4,100
1722051837.9721,2024-07-26 20:43:57.972,4,100,1.0,4,4,4,4,4,100
1722051838.4721,2024-07-26 20:43:58.472,4,100,1.0,4,4,4,4,4,100
1722051838.9721,2024-07-26 20:43:58.972,4,100,1.0,4,4,4,4,4,100
1722051839.4721,2024-07-26 20:43:59.472,4,100,1.0,4,4,4,4,4,100
1722051839.9721,2024-07-26 20:43:59.972,4,100,1.0,4,4,4,4,4,100
1722051840.4721,2024-07-26 20:44:00.472,4,100,1.0,4,4,4,4,4,100
1722051840.9721,2024-07-26 20:44:00.972,4,100,1.0,4,4,4,4,4,100
1722051841.4721,2024-07-26 20:44:01.472,4,100,1.0,4,4,4,4,4,100
1722051841.9721,2024-07-26 20:44:01.972,4,100,1.0,4,4,4,4,4,100
1722051842.4721,2024-07-26 20:44:02.472,4,100,1.0,4,4,4,4,4,100
1722051842.9721,2024-07-26 20:44:02.972,4,100,1.0,4,4,4,4,4,100
1722051843.4721,2024-07-26 20:44:03.472,4,100,1.0,4,4,4,4,4,100
