time,timestamp,actionEye,actionUpperFace,powerUpperFace,actionLowerFace,powerLowerFace
1722051821.9565,2024-07-26 20:43:41.956,neutral,frown,0.95,clench,0.8
1722051821.9877,2024-07-26 20:43:41.987,neutral,frown,0.95,clench,0.8
1722051822.019,2024-07-26 20:43:42.019,neutral,frown,0.95,clench,0.8
1722051822.0502,2024-07-26 20:43:42.050,neutral,frown,0.95,clench,0.8
1722051822.0815,2024-07-26 20:43:42.081,neutral,frown,0.95,clench,0.8
1722051822.1127,2024-07-26 20:43:42.112,neutral,frown,0.95,clench,0.8
1722051822.144,2024-07-26 20:43:42.144,neutral,frown,0.95,clench,0.8
1722051822.1752,2024-07-26 20:43:42.175,neutral,frown,0.95,clench,0.8
1722051822.2065,2024-07-26 20:43:42.206,neutral,frown,0.95,clench,0.8
1722051822.2377,2024-07-26 20:43:42.237,neutral,frown,0.95,clench,0.8
1722051822.269,2024-07-26 20:43:42.269,neutral,frown,0.95,clench,0.8
1722051822.3002,2024-07-26 20:43:42.300,neutral,frown,0.95,clench,0.8
1722051822.3315,2024-07-26 20:43:42.331,neutral,frown,0.95,clench,0.8
1722051822.3627,2024-07-26 20:43:42.362,neutral,frown,0.95,clench,0.8
1722051822.394,2024-07-26 20:43:42.394,neutral,frown,0.95,clench,0.8
1722051822.4252,2024-07-26 20:43:42.425,neutral,frown,0.95,clench,0.8
1722051822.4565,2024-07-26 20:43:42.456,neutral,frown,0.95,clench,0.8
1722051822.4877,2024-07-26 20:43:42.487,neutral,frown,0.95,clench,0.8
1722051822.519,2024-07-26 20:43:42.519,neutral,frown,0.95,clench,0.8
1722051822.5502,2024-07-26 20:43:42.550,neutral,frown,0.95,clench,0.8
1722051822.5815,2024-07-26 20:43:42.581,neutral,frown,0.95,clench,0.8
1722051822.6127,2024-07-26 20:43:42.612,neutral,frown,0.95,clench,0.8
1722051822.644,2024-07-26 20:43:42.644,neutral,frown,0.95,clench,0.8
1722051822.6752,2024-07-26 20:43:42.675,neutral,frown,0.95,clench,0.8
1722051822.7065,2024-07-26 20:43:42.706,neutral,frown,0.95,clench,0.8
1722051822.7377,2024-07-26 20:43:42.737,neutral,frown,0.95,clench,0.8
1722051822.769,2024-07-26 20:43:42.769,neutral,frown,0.95,clench,0.8
1722051822.8002,2024-07-26 20:43:42.800,neutral,frown,0.95,clench,0.8
1722051822.8315,2024-07-26 20:43:42.831,neutral,frown,0.95,clench,0.8
1722051822.8627,2024-07-26 20:43:42.862,neutral,frown,0.95,clench,0.8
1722051822.894,2024-07-26 20:43:42.894,neutral,frown,0.95,clench,0.8
1722051822.9252,2024-07-26 20:43:42.925,neutral,frown,0.95,clench,0.8
1722051822.9565,2024-07-26 20:43:42.956,neutral,frown,0.95,clench,0.8
1722051822.9877,2024-07-26 20:43:42.987,neutral,frown,0.95,clench,0.8
1722051823.019,2024-07-26 20:43:43.019,neutral,frown,0.95,clench,0.8
1722051823.0502,2024-07-26 20:43:43.050,neutral,frown,0.95,clench,0.8
1722051823.0815,2024-07-26 20:43:43.081,neutral,frown,0.95,clench,0.8
1722051823.1127,2024-07-26 20:43:43.112,neutral,frown,0.95,clench,0.8
1722051823.144,2024-07-26 20:43:43.144,neutral,frown,0.95,clench,0.8
1722051823.1752,2024-07-26 20:43:43.175,neutral,frown,0.95,clench,0.8
1722051823.2065,2024-07-26 20:43:43.206,neutral,frown,0.95,clench,0.8
1722051823.2377,2024-07-26 20:43:43.237,neutral,frown,0.95,clench,0.8
1722051823.269,2024-07-26 20:43:43.269,neutral,frown,0.95,clench,0.8
1722051823.3002,2024-07-26 20:43:43.300,neutral,frown,0.95,clench,0.8
1722051823.3315,2024-07-26 20:43:43.331,neutral,frown,0.95,clench,0.8
1722051823.3627,2024-07-26 20:43:43.362,neutral,frown,0.95,clench,0.8
1722051823.394,2024-07-26 20:43:43.394,neutral,frown,0.95,clench,0.8
1722051823.4252,2024-07-26 20:43:43.425,neutral,frown,0.95,clench,0.8
1722051823.4565,2024-07-26 20:43:43.456,neutral,frown,0.95,clench,0.8
1722051823.4877,2024-07-26 20:43:43.487,neutral,frown,0.95,clench,0.8
1722051823.519,2024-07-26 20:43:43.519,neutral,frown,0.95,clench,0.8
1722051823.5502,2024-07-26 20:43:43.550,neutral,frown,0.95,clench,0.8
1722051823.5815,2024-07-26 20:43:43.581,neutral,frown,0.95,clench,0.8
1722051823.6127,2024-07-26 20:43:43.612,neutral,frown,0.95,clench,0.8
1722051823.644,2024-07-26 20:43:43.644,neutral,frown,0.95,clench,0.8
1722051823.6752,2024-07-26 20:43:43.675,neutral,frown,0.95,clench,0.8
1722051823.7065,2024-07-26 20:43:43.706,neutral,frown,0.95,clench,0.8
1722051823.7377,2024-07-26 20:43:43.737,neutral,frown,0.95,clench,0.8
1722051823.769,2024-07-26 20:43:43.769,neutral,frown,0.95,clench,0.8
1722051823.8002,2024-07-26 20:43:43.800,neutral,frown,0.95,clench,0.8
1722051823.8315,2024-07-26 20:43:43.831,neutral,frown,0.95,clench,0.8
1722051823.8627,2024-07-26 20:43:43.862,neutral,frown,0.95,clench,0.8
1722051823.894,2024-07-26 20:43:43.894,neutral,frown,0.95,clench,0.8
1722051823.9252,2024-07-26 20:43:43.925,neutral,frown,0.95,clench,0.8
1722051823.9565,2024-07-26 20:43:43.956,neutral,frown,0.95,clench,0.8
1722051823.9877,2024-07-26 20:43:43.987,neutral,frown,0.95,clench,0.8
1722051824.019,2024-07-26 20:43:44.019,neutral,frown,0.95,clench,0.8
1722051824.0502,2024-07-26 20:43:44.050,neutral,frown,0.95,clench,0.8
1722051824.0815,2024-07-26 20:43:44.081,neutral,frown,0.95,clench,0.8
1722051824.1127,2024-07-26 20:43:44.112,neutral,frown,0.95,clench,0.8
1722051824.144,2024-07-26 20:43:44.144,neutral,frown,0.95,clench,0.8
1722051824.1752,2024-07-26 20:43:44.175,neutral,frown,0.95,clench,0.8
1722051824.2065,2024-07-26 20:43:44.206,neutral,frown,0.95,clench,0.8
1722051824.2377,2024-07-26 20:43:44.237,neutral,frown,0.95,clench,0.8
1722051824.269,2024-07-26 20:43:44.269,neutral,frown,0.95,clench,0.8
1722051824.3002,2024-07-26 20:43:44.300,neutral,frown,0.95,clench,0.8
1722051824.3315,2024-07-26 20:43:44.331,neutral,frown,0.95,clench,0.8
1722051824.3627,2024-07-26 20:43:44.362,neutral,frown,0.95,clench,0.8
1722051824.394,2024-07-26 20:43:44.394,neutral,frown,0.95,clench,0.8
1722051824.4252,2024-07-26 20:43:44.425,neutral,frown,0.95,clench,0.8
1722051824.4565,2024-07-26 20:43:44.456,neutral,frown,0.95,clench,0.8
1722051824.4877,2024-07-26 20:43:44.487,neutral,frown,0.95,clench,0.8
1722051824.519,2024-07-26 20:43:44.519,neutral,frown,0.95,clench,0.8
1722051824.5502,2024-07-26 20:43:44.550,neutral,frown,0.95,clench,0.8
1722051824.5815,2024-07-26 20:43:44.581,neutral,frown,0.95,clench,0.8
1722051824.6127,2024-07-26 20:43:44.612,neutral,frown,0.95,clench,0.8
1722051824.644,2024-07-26 20:43:44.644,neutral,frown,0.95,clench,0.8
1722051824.6752,2024-07-26 20:43:44.675,neutral,frown,0.95,clench,0.8
1722051824.7065,2024-07-26 20:43:44.706,neutral,frown,0.95,clench,0.8
1722051824.7377,2024-07-26 20:43:44.737,neutral,frown,0.95,clench,0.8
1722051824.769,2024-07-26 20:43:44.769,neutral,frown,0.95,clench,0.8
1722051824.8002,2024-07-26 20:43:44.800,neutral,frown,0.95,clench,0.8
1722051824.8315,2024-07-26 20:43:44.831,neutral,frown,0.95,clench,0.8
1722051824.8627,2024-07-26 20:43:44.862,neutral,frown,0.95,clench,0.8
1722051824.894,2024-07-26 20:43:44.894,neutral,frown,0.95,clench,0.8
1722051824.9252,2024-07-26 20:43:44.925,neutral,frown,0.95,clench,0.8
1722051824.9565,2024-07-26 20:43:44.956,neutral,frown,0.95,clench,0.8
1722051824.9877,2024-07-26 20:43:44.987,neutral,frown,0.95,clench,0.8
1722051825.019,2024-07-26 20:43:45.019,neutral,frown,0.95,clench,0.8
1722051825.0502,2024-07-26 20:43:45.050,neutral,frown,0.95,clench,0.8
1722051825.0815,2024-07-26 20:43:45.081,neutral,frown,0.95,clench,0.8
1722051825.1127,2024-07-26 20:43:45.112,neutral,frown,0.95,clench,0.8
1722051825.144,2024-07-26 20:43:45.144,neutral,frown,0.95,clench,0.8
1722051825.1752,2024-07-26 20:43:45.175,neutral,frown,0.95,clench,0.8
1722051825.2065,2024-07-26 20:43:45.206,neutral,frown,0.95,clench,0.8
1722051825.2377,2024-07-26 20:43:45.237,neutral,frown,0.95,clench,0.8
1722051825.269,2024-07-26 20:43:45.269,neutral,frown,0.95,clench,0.8
1722051825.3002,2024-07-26 20:43:45.300,neutral,frown,0.95,clench,0.8
1722051825.3315,2024-07-26 20:43:45.331,neutral,frown,0.95,clench,0.8
