Time,Timestamp,Active Attention or Focus,Attention or Focus,Active Engagement,Engagement,Active Excitement,Excitement,Active Interest,Interest,Active Relaxation,Relaxation,Active Stress,Stress
1722051821.9565,2024-07-26 20:43:41.956,true,0.885102,true,0.81255,true,0.798857,true,0.906078,true,0.832599,true,0.882535
1722051822.4565,2024-07-26 20:43:42.456,true,0.878592,true,0.824612,true,0.808712,true,0.910247,true,0.84113,true,0.88762
1722051822.9565,2024-07-26 20:43:42.956,true,0.875219,true,0.829086,true,0.820967,true,0.911768,true,0.838609,true,0.889477
1722051823.4565,2024-07-26 20:43:43.456,true,0.869655,true,0.840293,true,0.82997,true,0.913264,true,0.84689,true,0.894298
1722051823.9565,2024-07-26 20:43:43.956,true,0.866072,true,0.850898,true,0.834334,true,0.910757,true,0.850898,true,0.900623
1722051824.4565,2024-07-26 20:43:44.456,true,0.860165,true,0.864615,true,0.849305,true,0.905545,true,0.858655,true,0.894887
1722051824.9565,2024-07-26 20:43:44.956,true,0.860165,true,0.871766,true,0.863145,true,0.902838,true,0.856364,true,0.896638
1722051825.4565,2024-07-26 20:43:45.456,true,0.851689,true,0.880578,true,0.866795,true,0.897215,true,0.856364,true,0.895473
1722051825.9565,2024-07-26 20:43:45.956,true,0.849305,true,0.891911,true,0.8759,true,0.894298,true,0.860165,true,0.892512
1722051826.4565,2024-07-26 20:43:46.456,true,0.84689,true,0.899498,true,0.884465,true,0.883182,true,0.854042,true,0.886367
1722051826.9565,2024-07-26 20:43:46.956,true,0.844443,true,0.900623,true,0.88762,true,0.876578,true,0.860165,true,0.879919
1722051827.4565,2024-07-26 20:43:47.456,true,0.846078,true,0.907662,true,0.892512,true,0.867515,true,0.850103,true,0.881886
1722051827.9565,2024-07-26 20:43:47.956,true,0.83691,true,0.907662,true,0.897215,true,0.857895,true,0.852477,true,0.873157
1722051828.4565,2024-07-26 20:43:48.456,true,0.845262,true,0.910247,true,0.898932,true,0.847698,true,0.848504,true,0.869655
1722051828.9565,2024-07-26 20:43:48.956,true,0.840293,true,0.910247,true,0.898932,true,0.84113,true,0.844443,true,0.860165
1722051829.4565,2024-07-26 20:43:49.456,true,0.837761,true,0.910247,true,0.900623,true,0.827307,true,0.842794,true,0.860165
1722051829.9565,2024-07-26 20:43:49.956,true,0.835196,true,0.903385,true,0.894887,true,0.827307,true,0.838609,true,0.854042
1722051830.4565,2024-07-26 20:43:50.456,true,0.83691,true,0.900623,true,0.891911,true,0.824612,true,0.83691,true,0.847698
1722051830.9565,2024-07-26 20:43:50.956,true,0.82997,true,0.89311,true,0.8907,true,0.814446,true,0.835196,true,0.851689
1722051831.4565,2024-07-26 20:43:51.456,true,0.827307,true,0.885102,true,0.882535,true,0.811596,true,0.837761,true,0.849305
1722051831.9565,2024-07-26 20:43:51.956,true,0.820047,true,0.873157,true,0.881233,true,0.808712,true,0.833469,true,0.844443
