Time,Timestamp,Active Attention or Focus,Attention or Focus,Active Engagement,Engagement,Active Excitement,Excitement,Active Interest,Interest,Active Relaxation,Relaxation,Active Stress,Stress
1722050688.9565,2024-07-26 20:24:48.956,true,0.765172,true,0.855851,true,0.83289,true,0.822189,true,0.753756,true,0.819431
1722050689.4565,2024-07-26 20:24:49.456,true,0.756069,true,0.863391,true,0.843895,true,0.812867,true,0.75951,true,0.817574
1722050689.9565,2024-07-26 20:24:49.956,true,0.752594,true,0.867035,true,0.860416,true,0.803173,true,0.75951,true,0.800192
1722050690.4565,2024-07-26 20:24:50.456,true,0.754914,true,0.870597,true,0.864127,true,0.790012,true,0.777299,true,0.786884
1722050690.9565,2024-07-26 20:24:50.956,true,0.76065,true,0.874077,true,0.869891,true,0.776216,true,0.771843,true,0.784781
1722050691.4565,2024-07-26 20:24:51.456,true,0.762918,true,0.871998,true,0.875446,true,0.756069,true,0.788973,true,0.77074
1722050691.9565,2024-07-26 20:24:51.956,true,0.765172,true,0.875446,true,0.880797,true,0.756069,true,0.783723,true,0.765172
1722050692.4565,2024-07-26 20:24:52.456,true,0.77074,true,0.869891,true,0.877476,true,0.740774,true,0.790012,true,0.75026
1722050692.9565,2024-07-26 20:24:52.956,true,0.781597,true,0.869891,true,0.874077,true,0.740774,true,0.793105,true,0.75026
1722050693.4565,2024-07-26 20:24:53.456,true,0.778379,true,0.854302,true,0.870597,true,0.731058,true,0.799191,true,0.740774
1722050693.9565,2024-07-26 20:24:53.956,true,0.783723,true,0.847967,true,0.863391,true,0.737158,true,0.788973,true,0.740774
1722050694.4565,2024-07-26 20:24:54.456,true,0.788973,true,0.83289,true,0.853522,true,0.733509,true,0.800192,true,0.74673
1722050694.9565,2024-07-26 20:24:54.956,true,0.794129,true,0.821273,true,0.845534,true,0.739572,true,0.798186,true,0.743168
1722050695.4565,2024-07-26 20:24:55.456,true,0.794129,true,0.809034,true,0.841409,true,0.745546,true,0.80119,true,0.749087
1722050695.9565,2024-07-26 20:24:55.956,true,0.802183,true,0.791047,true,0.825814,true,0.75722,true,0.804159,true,0.76065
1722050696.4565,2024-07-26 20:24:56.456,true,0.788973,true,0.762918,true,0.806121,true,0.762918,true,0.807096,true,0.766293
1722050696.9565,2024-07-26 20:24:56.956,true,0.797178,true,0.75722,true,0.796165,true,0.774037,true,0.802183,true,0.777299
1722050697.4565,2024-07-26 20:24:57.456,true,0.792078,true,0.726114,true,0.782662,true,0.779456,true,0.809998,true,0.782662
1722050697.9565,2024-07-26 20:24:57.956,true,0.790012,true,0.719856,true,0.768524,true,0.790012,true,0.817574,true,0.80119
1722050698.4565,2024-07-26 20:24:58.456,true,0.784781,true,0.703182,true,0.75026,true,0.803173,true,0.822189,true,0.798186
1722050698.9565,2024-07-26 20:24:58.956,true,0.774037,true,0.685949,true,0.75026,true,0.808067,true,0.822189,true,0.815702
1722050699.4565,2024-07-26 20:24:59.456,true,0.777299,true,0.679178,true,0.731058,true,0.820354,true,0.826711,true,0.820354
1722050699.9565,2024-07-26 20:24:59.956,true,0.75722,true,0.668187,true,0.727356,true,0.817574,true,0.835483,true,0.827605
1722050700.4565,2024-07-26 20:25:00.456,true,0.754914,true,0.668187,true,0.733509,true,0.824913,true,0.83289,true,0.832018
1722050700.9565,2024-07-26 20:25:00.956,true,0.749087,true,0.664017,true,0.719856,true,0.824913,true,0.841409,true,0.832018
1722050701.4565,2024-07-26 20:25:01.456,true,0.752594,true,0.675079,true,0.726114,true,0.827605,true,0.838891,true,0.838891
1722050701.9565,2024-07-26 20:25:01.956,true,0.737158,true,0.670953,true,0.718594,true,0.820354,true,0.84716,true,0.834622
1722050702.4565,2024-07-26 20:25:02.456,true,0.731058,true,0.695296,true,0.731058,true,0.823101,true,0.842241,true,0.837194
1722050702.9565,2024-07-26 20:25:02.956,true,0.731058,true,0.701876,true,0.727356,true,0.806121,true,0.839733,true,0.825814
1722050703.4565,2024-07-26 20:25:03.456,true,0.731058,true,0.714787,true,0.739572,true,0.809034,true,0.837194,true,0.828495
1722050703.9565,2024-07-26 20:25:03.956,true,0.731058,true,0.731058,true,0.735945,true,0.799191,true,0.841409,true,0.819431
1722050704.4565,2024-07-26 20:25:04.456,true,0.727356,true,0.752594,true,0.75722,true,0.780528,true,0.832018,true,0.809998
1722050704.9565,2024-07-26 20:25:04.956,true,0.733509,true,0.764047,true,0.753756,true,0.775128,true,0.824913,true,0.805142
1722050705.4565,2024-07-26 20:25:05.456,true,0.729827,true,0.769634,true,0.753756,true,0.764047,true,0.817574,true,0.795149
1722050705.9565,2024-07-26 20:25:05.956,true,0.732285,true,0.783723,true,0.768524,true,0.758367,true,0.809998,true,0.790012
1722050706.4565,2024-07-26 20:25:06.456,true,0.738367,true,0.797178,true,0.768524,true,0.733509,true,0.797178,true,0.77074
1722050706.9565,2024-07-26 20:25:06.956,true,0.75026,true,0.802183,true,0.768524,true,0.727356,true,0.783723,true,0.765172
