time,timestamp,actionEye,actionUpperFace,powerUpperFace,actionLowerFace,powerLowerFace
1722054625.7262,2024-07-26 21:30:25.726,neutral,frown,0.95,clench,0.8
1722054625.7574,2024-07-26 21:30:25.757,neutral,frown,0.95,clench,0.8
1722054625.7887,2024-07-26 21:30:25.788,neutral,frown,0.95,clench,0.8
1722054625.8199,2024-07-26 21:30:25.819,neutral,frown,0.95,clench,0.8
1722054625.8512,2024-07-26 21:30:25.851,neutral,frown,0.95,clench,0.8
1722054625.8824,2024-07-26 21:30:25.882,neutral,frown,0.95,clench,0.8
1722054625.9137,2024-07-26 21:30:25.913,neutral,frown,0.95,clench,0.8
1722054625.9449,2024-07-26 21:30:25.944,neutral,frown,0.95,clench,0.8
1722054625.9762,2024-07-26 21:30:25.976,neutral,frown,0.95,clench,0.8
1722054626.0074,2024-07-26 21:30:26.007,neutral,frown,0.95,clench,0.8
1722054626.0387,2024-07-26 21:30:26.038,neutral,frown,0.95,clench,0.8
1722054626.0699,2024-07-26 21:30:26.069,neutral,frown,0.95,clench,0.8
1722054626.1012,2024-07-26 21:30:26.101,neutral,frown,0.95,clench,0.8
1722054626.1324,2024-07-26 21:30:26.132,neutral,frown,0.95,clench,0.8
1722054626.1637,2024-07-26 21:30:26.163,neutral,frown,0.95,clench,0.8
1722054626.1949,2024-07-26 21:30:26.194,neutral,frown,0.95,clench,0.8
1722054626.2262,2024-07-26 21:30:26.226,neutral,frown,0.95,clench,0.8
1722054626.2574,2024-07-26 21:30:26.257,neutral,frown,0.95,clench,0.8
1722054626.2887,2024-07-26 21:30:26.288,neutral,frown,0.95,clench,0.8
1722054626.3199,2024-07-26 21:30:26.319,neutral,frown,0.95,clench,0.8
1722054626.3512,2024-07-26 21:30:26.351,neutral,frown,0.95,clench,0.8
1722054626.3824,2024-07-26 21:30:26.382,neutral,frown,0.95,clench,0.8
1722054626.4137,2024-07-26 21:30:26.413,neutral,frown,0.95,clench,0.8
1722054626.4449,2024-07-26 21:30:26.444,neutral,frown,0.95,clench,0.8
1722054626.4762,2024-07-26 21:30:26.476,neutral,frown,0.95,clench,0.8
1722054626.5074,2024-07-26 21:30:26.507,neutral,frown,0.95,clench,0.8
1722054626.5387,2024-07-26 21:30:26.538,neutral,frown,0.95,clench,0.8
1722054626.5699,2024-07-26 21:30:26.569,neutral,frown,0.95,clench,0.8
1722054626.6012,2024-07-26 21:30:26.601,neutral,frown,0.95,clench,0.8
1722054626.6324,2024-07-26 21:30:26.632,neutral,frown,0.95,clench,0.8
1722054626.6637,2024-07-26 21:30:26.663,neutral,frown,0.95,clench,0.8
1722054626.6949,2024-07-26 21:30:26.694,neutral,frown,0.95,clench,0.8
1722054626.7262,2024-07-26 21:30:26.726,neutral,frown,0.95,clench,0.8
1722054626.7574,2024-07-26 21:30:26.757,neutral,frown,0.95,clench,0.8
1722054626.7887,2024-07-26 21:30:26.788,neutral,frown,0.95,clench,0.8
1722054626.8199,2024-07-26 21:30:26.819,neutral,frown,0.95,clench,0.8
1722054626.8512,2024-07-26 21:30:26.851,neutral,frown,0.95,clench,0.8
1722054626.8824,2024-07-26 21:30:26.882,neutral,frown,0.95,clench,0.8
1722054626.9137,2024-07-26 21:30:26.913,neutral,frown,0.95,clench,0.8
1722054626.9449,2024-07-26 21:30:26.944,neutral,frown,0.95,clench,0.8
1722054626.9762,2024-07-26 21:30:26.976,neutral,frown,0.95,clench,0.8
1722054627.0074,2024-07-26 21:30:27.007,neutral,frown,0.95,clench,0.8
1722054627.0387,2024-07-26 21:30:27.038,neutral,frown,0.95,clench,0.8
1722054627.0699,2024-07-26 21:30:27.069,neutral,frown,0.95,clench,0.8
1722054627.1012,2024-07-26 21:30:27.101,neutral,frown,0.95,clench,0.8
1722054627.1324,2024-07-26 21:30:27.132,neutral,frown,0.95,clench,0.8
1722054627.1637,2024-07-26 21:30:27.163,neutral,frown,0.95,clench,0.8
1722054627.1949,2024-07-26 21:30:27.194,neutral,frown,0.95,clench,0.8
1722054627.2262,2024-07-26 21:30:27.226,neutral,frown,0.95,clench,0.8
1722054627.2574,2024-07-26 21:30:27.257,neutral,frown,0.95,clench,0.8
1722054627.2887,2024-07-26 21:30:27.288,neutral,frown,0.95,clench,0.8
1722054627.3199,2024-07-26 21:30:27.319,neutral,frown,0.95,clench,0.8
1722054627.3512,2024-07-26 21:30:27.351,neutral,frown,0.95,clench,0.8
1722054627.3824,2024-07-26 21:30:27.382,neutral,frown,0.95,clench,0.8
1722054627.4137,2024-07-26 21:30:27.413,neutral,frown,0.95,clench,0.8
1722054627.4449,2024-07-26 21:30:27.444,neutral,frown,0.95,clench,0.8
1722054627.4762,2024-07-26 21:30:27.476,neutral,frown,0.95,clench,0.8
1722054627.5074,2024-07-26 21:30:27.507,neutral,frown,0.95,clench,0.8
1722054627.5387,2024-07-26 21:30:27.538,neutral,frown,0.95,clench,0.8
1722054627.5699,2024-07-26 21:30:27.569,neutral,frown,0.95,clench,0.8
1722054627.6012,2024-07-26 21:30:27.601,neutral,frown,0.95,clench,0.8
1722054627.6324,2024-07-26 21:30:27.632,neutral,frown,0.95,clench,0.8
1722054627.6637,2024-07-26 21:30:27.663,neutral,frown,0.95,clench,0.8
1722054627.6949,2024-07-26 21:30:27.694,neutral,frown,0.95,clench,0.8
1722054627.7262,2024-07-26 21:30:27.726,neutral,frown,0.95,clench,0.8
1722054627.7574,2024-07-26 21:30:27.757,neutral,frown,0.95,clench,0.8
1722054627.7887,2024-07-26 21:30:27.788,neutral,frown,0.95,clench,0.8
1722054627.8199,2024-07-26 21:30:27.819,neutral,frown,0.95,clench,0.8
1722054627.8512,2024-07-26 21:30:27.851,neutral,frown,0.95,clench,0.8
1722054627.8824,2024-07-26 21:30:27.882,neutral,frown,0.95,clench,0.8
1722054627.9137,2024-07-26 21:30:27.913,neutral,frown,0.95,clench,0.8
1722054627.9449,2024-07-26 21:30:27.944,neutral,frown,0.95,clench,0.8
1722054627.9762,2024-07-26 21:30:27.976,neutral,frown,0.95,clench,0.8
1722054628.0074,2024-07-26 21:30:28.007,neutral,frown,0.95,clench,0.8
1722054628.0387,2024-07-26 21:30:28.038,neutral,frown,0.95,clench,0.8
1722054628.0699,2024-07-26 21:30:28.069,neutral,frown,0.95,clench,0.8
1722054628.1012,2024-07-26 21:30:28.101,neutral,frown,0.95,clench,0.8
1722054628.1324,2024-07-26 21:30:28.132,neutral,frown,0.95,clench,0.8
1722054628.1637,2024-07-26 21:30:28.163,neutral,frown,0.95,clench,0.8
1722054628.1949,2024-07-26 21:30:28.194,neutral,frown,0.95,clench,0.8
1722054628.2262,2024-07-26 21:30:28.226,neutral,frown,0.95,clench,0.8
1722054628.2574,2024-07-26 21:30:28.257,neutral,frown,0.95,clench,0.8
1722054628.2887,2024-07-26 21:30:28.288,neutral,frown,0.95,clench,0.8
1722054628.3199,2024-07-26 21:30:28.319,neutral,frown,0.95,clench,0.8
1722054628.3512,2024-07-26 21:30:28.351,neutral,frown,0.95,clench,0.8
1722054628.3824,2024-07-26 21:30:28.382,neutral,frown,0.95,clench,0.8
1722054628.4137,2024-07-26 21:30:28.413,neutral,frown,0.95,clench,0.8
1722054628.4449,2024-07-26 21:30:28.444,neutral,frown,0.95,clench,0.8
1722054628.4762,2024-07-26 21:30:28.476,neutral,frown,0.95,clench,0.8
1722054628.5074,2024-07-26 21:30:28.507,neutral,frown,0.95,clench,0.8
1722054628.5387,2024-07-26 21:30:28.538,neutral,frown,0.95,clench,0.8
1722054628.5699,2024-07-26 21:30:28.569,neutral,frown,0.95,clench,0.8
1722054628.6012,2024-07-26 21:30:28.601,neutral,frown,0.95,clench,0.8
1722054628.6324,2024-07-26 21:30:28.632,neutral,frown,0.95,clench,0.8
1722054628.6637,2024-07-26 21:30:28.663,neutral,frown,0.95,clench,0.8
1722054628.6949,2024-07-26 21:30:28.694,neutral,frown,0.95,clench,0.8
1722054628.7262,2024-07-26 21:30:28.726,neutral,frown,0.95,clench,0.8
1722054628.7574,2024-07-26 21:30:28.757,neutral,frown,0.95,clench,0.8
1722054628.7887,2024-07-26 21:30:28.788,neutral,frown,0.95,clench,0.8
1722054628.8199,2024-07-26 21:30:28.819,neutral,frown,0.95,clench,0.8
1722054628.8512,2024-07-26 21:30:28.851,neutral,frown,0.95,clench,0.8
1722054628.8824,2024-07-26 21:30:28.882,neutral,frown,0.95,clench,0.8
1722054628.9137,2024-07-26 21:30:28.913,neutral,frown,0.95,clench,0.8
1722054628.9449,2024-07-26 21:30:28.944,neutral,frown,0.95,clench,0.8
1722054628.9762,2024-07-26 21:30:28.976,neutral,frown,0.95,clench,0.8
1722054629.0074,2024-07-26 21:30:29.007,neutral,frown,0.95,clench,0.8
1722054629.0387,2024-07-26 21:30:29.038,neutral,frown,0.95,clench,0.8
1722054629.0699,2024-07-26 21:30:29.069,neutral,frown,0.95,clench,0.8
1722054629.1012,2024-07-26 21:30:29.101,neutral,frown,0.95,clench,0.8
1722054629.1324,2024-07-26 21:30:29.132,neutral,frown,0.95,clench,0.8
1722054629.1637,2024-07-26 21:30:29.163,neutral,frown,0.95,clench,0.8
1722054629.1949,2024-07-26 21:30:29.194,neutral,frown,0.95,clench,0.8
1722054629.2262,2024-07-26 21:30:29.226,neutral,frown,0.95,clench,0.8
1722054629.2574,2024-07-26 21:30:29.257,neutral,frown,0.95,clench,0.8
1722054629.2887,2024-07-26 21:30:29.288,neutral,frown,0.95,clench,0.8
1722054629.3199,2024-07-26 21:30:29.319,neutral,frown,0.95,clench,0.8
1722054629.3512,2024-07-26 21:30:29.351,neutral,frown,0.95,clench,0.8
1722054629.3824,2024-07-26 21:30:29.382,neutral,frown,0.95,clench,0.8
1722054629.4137,2024-07-26 21:30:29.413,neutral,frown,0.95,clench,0.8
1722054629.4449,2024-07-26 21:30:29.444,neutral,frown,0.95,clench,0.8
1722054629.4762,2024-07-26 21:30:29.476,neutral,frown,0.95,clench,0.8
1722054629.5074,2024-07-26 21:30:29.507,neutral,frown,0.95,clench,0.8
1722054629.5387,2024-07-26 21:30:29.538,neutral,frown,0.95,clench,0.8
1722054629.5699,2024-07-26 21:30:29.569,neutral,frown,0.95,clench,0.8
1722054629.6012,2024-07-26 21:30:29.601,neutral,frown,0.95,clench,0.8
1722054629.6324,2024-07-26 21:30:29.632,neutral,frown,0.95,clench,0.8
1722054629.6637,2024-07-26 21:30:29.663,neutral,frown,0.95,clench,0.8
1722054629.6949,2024-07-26 21:30:29.694,neutral,frown,0.95,clench,0.8
1722054629.7262,2024-07-26 21:30:29.726,neutral,frown,0.95,clench,0.8
1722054629.7574,2024-07-26 21:30:29.757,neutral,frown,0.95,clench,0.8
1722054629.7887,2024-07-26 21:30:29.788,neutral,frown,0.95,clench,0.8
1722054629.8199,2024-07-26 21:30:29.819,neutral,frown,0.95,clench,0.8
1722054629.8512,2024-07-26 21:30:29.851,neutral,frown,0.95,clench,0.8
1722054629.8824,2024-07-26 21:30:29.882,neutral,frown,0.95,clench,0.8
1722054629.9137,2024-07-26 21:30:29.913,neutral,frown,0.95,clench,0.8
1722054629.9449,2024-07-26 21:30:29.944,neutral,frown,0.95,clench,0.8
1722054629.9762,2024-07-26 21:30:29.976,neutral,frown,0.95,clench,0.8
1722054630.0074,2024-07-26 21:30:30.007,neutral,frown,0.95,clench,0.8
1722054630.0387,2024-07-26 21:30:30.038,neutral,frown,0.95,clench,0.8
1722054630.0699,2024-07-26 21:30:30.069,neutral,frown,0.95,clench,0.8
1722054630.1012,2024-07-26 21:30:30.101,neutral,frown,0.95,clench,0.8
1722054630.1324,2024-07-26 21:30:30.132,neutral,frown,0.95,clench,0.8
1722054630.1637,2024-07-26 21:30:30.163,neutral,frown,0.95,clench,0.8
1722054630.1949,2024-07-26 21:30:30.194,neutral,frown,0.95,clench,0.8
1722054630.2262,2024-07-26 21:30:30.226,neutral,frown,0.95,clench,0.8
1722054630.2574,2024-07-26 21:30:30.257,neutral,frown,0.95,clench,0.8
1722054630.2887,2024-07-26 21:30:30.288,neutral,frown,0.95,clench,0.8
1722054630.3199,2024-07-26 21:30:30.319,neutral,frown,0.95,clench,0.8
1722054630.3512,2024-07-26 21:30:30.351,neutral,frown,0.95,clench,0.8
1722054630.3824,2024-07-26 21:30:30.382,neutral,frown,0.95,clench,0.8
1722054630.4137,2024-07-26 21:30:30.413,neutral,frown,0.95,clench,0.8
1722054630.4449,2024-07-26 21:30:30.444,neutral,frown,0.95,clench,0.8
1722054630.4762,2024-07-26 21:30:30.476,neutral,frown,0.95,clench,0.8
1722054630.5074,2024-07-26 21:30:30.507,neutral,frown,0.95,clench,0.8
1722054630.5387,2024-07-26 21:30:30.538,neutral,frown,0.95,clench,0.8
1722054630.5699,2024-07-26 21:30:30.569,neutral,frown,0.95,clench,0.8
1722054630.6012,2024-07-26 21:30:30.601,neutral,frown,0.95,clench,0.8
1722054630.6324,2024-07-26 21:30:30.632,neutral,frown,0.95,clench,0.8
1722054630.6637,2024-07-26 21:30:30.663,neutral,frown,0.95,clench,0.8
1722054630.6949,2024-07-26 21:30:30.694,neutral,frown,0.95,clench,0.8
1722054630.7262,2024-07-26 21:30:30.726,neutral,frown,0.95,clench,0.8
1722054630.7574,2024-07-26 21:30:30.757,neutral,frown,0.95,clench,0.8
1722054630.7887,2024-07-26 21:30:30.788,neutral,frown,0.95,clench,0.8
1722054630.8199,2024-07-26 21:30:30.819,neutral,frown,0.95,clench,0.8
1722054630.8512,2024-07-26 21:30:30.851,neutral,frown,0.95,clench,0.8
1722054630.8824,2024-07-26 21:30:30.882,neutral,frown,0.95,clench,0.8
1722054630.9137,2024-07-26 21:30:30.913,neutral,frown,0.95,clench,0.8
1722054630.9449,2024-07-26 21:30:30.944,neutral,frown,0.95,clench,0.8
1722054630.9762,2024-07-26 21:30:30.976,neutral,frown,0.95,clench,0.8
1722054631.0074,2024-07-26 21:30:31.007,neutral,frown,0.95,clench,0.8
1722054631.0387,2024-07-26 21:30:31.038,neutral,frown,0.95,clench,0.8
1722054631.0699,2024-07-26 21:30:31.069,neutral,frown,0.95,clench,0.8
1722054631.1012,2024-07-26 21:30:31.101,neutral,frown,0.95,clench,0.8
1722054631.1324,2024-07-26 21:30:31.132,neutral,frown,0.95,clench,0.8
1722054631.1637,2024-07-26 21:30:31.163,neutral,frown,0.95,clench,0.8
1722054631.1949,2024-07-26 21:30:31.194,neutral,frown,0.95,clench,0.8
1722054631.2262,2024-07-26 21:30:31.226,neutral,frown,0.95,clench,0.8
1722054631.2574,2024-07-26 21:30:31.257,neutral,frown,0.95,clench,0.8
1722054631.2887,2024-07-26 21:30:31.288,neutral,frown,0.95,clench,0.8
1722054631.3199,2024-07-26 21:30:31.319,neutral,frown,0.95,clench,0.8
1722054631.3512,2024-07-26 21:30:31.351,neutral,frown,0.95,clench,0.8
1722054631.3824,2024-07-26 21:30:31.382,neutral,frown,0.95,clench,0.8
1722054631.4137,2024-07-26 21:30:31.413,neutral,frown,0.95,clench,0.8
1722054631.4449,2024-07-26 21:30:31.444,neutral,frown,0.95,clench,0.8
1722054631.4762,2024-07-26 21:30:31.476,neutral,frown,0.95,clench,0.8
1722054631.5074,2024-07-26 21:30:31.507,neutral,frown,0.95,clench,0.8
1722054631.5387,2024-07-26 21:30:31.538,neutral,frown,0.95,clench,0.8
1722054631.5699,2024-07-26 21:30:31.569,neutral,frown,0.95,clench,0.8
1722054631.6012,2024-07-26 21:30:31.601,neutral,frown,0.95,clench,0.8
1722054631.6324,2024-07-26 21:30:31.632,neutral,frown,0.95,clench,0.8
1722054631.6637,2024-07-26 21:30:31.663,neutral,frown,0.95,clench,0.8
1722054631.6949,2024-07-26 21:30:31.694,neutral,frown,0.95,clench,0.8
1722054631.7262,2024-07-26 21:30:31.726,neutral,frown,0.95,clench,0.8
1722054631.7574,2024-07-26 21:30:31.757,neutral,frown,0.95,clench,0.8
1722054631.7887,2024-07-26 21:30:31.788,neutral,frown,0.95,clench,0.8
1722054631.8199,2024-07-26 21:30:31.819,neutral,frown,0.95,clench,0.8
1722054631.8512,2024-07-26 21:30:31.851,neutral,frown,0.95,clench,0.8
1722054631.8824,2024-07-26 21:30:31.882,neutral,frown,0.95,clench,0.8
1722054631.9137,2024-07-26 21:30:31.913,neutral,frown,0.95,clench,0.8
1722054631.9449,2024-07-26 21:30:31.944,neutral,frown,0.95,clench,0.8
1722054631.9762,2024-07-26 21:30:31.976,neutral,frown,0.95,clench,0.8
1722054632.0074,2024-07-26 21:30:32.007,neutral,frown,0.95,clench,0.8
1722054632.0387,2024-07-26 21:30:32.038,neutral,frown,0.95,clench,0.8
1722054632.0699,2024-07-26 21:30:32.069,neutral,frown,0.95,clench,0.8
1722054632.1012,2024-07-26 21:30:32.101,neutral,frown,0.95,clench,0.8
1722054632.1324,2024-07-26 21:30:32.132,neutral,frown,0.95,clench,0.8
1722054632.1637,2024-07-26 21:30:32.163,neutral,frown,0.95,clench,0.8
1722054632.1949,2024-07-26 21:30:32.194,neutral,frown,0.95,clench,0.8
1722054632.2262,2024-07-26 21:30:32.226,neutral,frown,0.95,clench,0.8
1722054632.2574,2024-07-26 21:30:32.257,neutral,frown,0.95,clench,0.8
1722054632.2887,2024-07-26 21:30:32.288,neutral,frown,0.95,clench,0.8
1722054632.3199,2024-07-26 21:30:32.319,neutral,frown,0.95,clench,0.8
1722054632.3512,2024-07-26 21:30:32.351,neutral,frown,0.95,clench,0.8
1722054632.3824,2024-07-26 21:30:32.382,neutral,frown,0.95,clench,0.8
1722054632.4137,2024-07-26 21:30:32.413,neutral,frown,0.95,clench,0.8
1722054632.4449,2024-07-26 21:30:32.444,neutral,frown,0.95,clench,0.8
1722054632.4762,2024-07-26 21:30:32.476,neutral,frown,0.95,clench,0.8
1722054632.5074,2024-07-26 21:30:32.507,neutral,frown,0.95,clench,0.8
1722054632.5387,2024-07-26 21:30:32.538,neutral,frown,0.95,clench,0.8
1722054632.5699,2024-07-26 21:30:32.569,neutral,frown,0.95,clench,0.8
1722054632.6012,2024-07-26 21:30:32.601,neutral,frown,0.95,clench,0.8
1722054632.6324,2024-07-26 21:30:32.632,neutral,frown,0.95,clench,0.8
1722054632.6637,2024-07-26 21:30:32.663,neutral,frown,0.95,clench,0.8
1722054632.6949,2024-07-26 21:30:32.694,neutral,frown,0.95,clench,0.8
1722054632.7262,2024-07-26 21:30:32.726,neutral,frown,0.95,clench,0.8
1722054632.7574,2024-07-26 21:30:32.757,neutral,frown,0.95,clench,0.8
1722054632.7887,2024-07-26 21:30:32.788,neutral,frown,0.95,clench,0.8
1722054632.8199,2024-07-26 21:30:32.819,neutral,frown,0.95,clench,0.8
1722054632.8512,2024-07-26 21:30:32.851,neutral,frown,0.95,clench,0.8
1722054632.8824,2024-07-26 21:30:32.882,neutral,frown,0.95,clench,0.8
1722054632.9137,2024-07-26 21:30:32.913,neutral,frown,0.95,clench,0.8
1722054632.9449,2024-07-26 21:30:32.944,neutral,frown,0.95,clench,0.8
1722054632.9762,2024-07-26 21:30:32.976,neutral,frown,0.95,clench,0.8
1722054633.0074,2024-07-26 21:30:33.007,neutral,frown,0.95,clench,0.8
1722054633.0387,2024-07-26 21:30:33.038,neutral,frown,0.95,clench,0.8
1722054633.0699,2024-07-26 21:30:33.069,neutral,frown,0.95,clench,0.8
1722054633.1012,2024-07-26 21:30:33.101,neutral,frown,0.95,clench,0.8
1722054633.1324,2024-07-26 21:30:33.132,neutral,frown,0.95,clench,0.8
1722054633.1637,2024-07-26 21:30:33.163,neutral,frown,0.95,clench,0.8
1722054633.1949,2024-07-26 21:30:33.194,neutral,frown,0.95,clench,0.8
1722054633.2262,2024-07-26 21:30:33.226,neutral,frown,0.95,clench,0.8
1722054633.2574,2024-07-26 21:30:33.257,neutral,frown,0.95,clench,0.8
1722054633.2887,2024-07-26 21:30:33.288,neutral,frown,0.95,clench,0.8
1722054633.3199,2024-07-26 21:30:33.319,neutral,frown,0.95,clench,0.8
1722054633.3512,2024-07-26 21:30:33.351,neutral,frown,0.95,clench,0.8
1722054633.3824,2024-07-26 21:30:33.382,neutral,frown,0.95,clench,0.8
1722054633.4137,2024-07-26 21:30:33.413,neutral,frown,0.95,clench,0.8
1722054633.4449,2024-07-26 21:30:33.444,neutral,frown,0.95,clench,0.8
1722054633.4762,2024-07-26 21:30:33.476,neutral,frown,0.95,clench,0.8
1722054633.5074,2024-07-26 21:30:33.507,neutral,frown,0.95,clench,0.8
1722054633.5387,2024-07-26 21:30:33.538,neutral,frown,0.95,clench,0.8
1722054633.5699,2024-07-26 21:30:33.569,neutral,frown,0.95,clench,0.8
1722054633.6012,2024-07-26 21:30:33.601,neutral,frown,0.95,clench,0.8
1722054633.6324,2024-07-26 21:30:33.632,neutral,frown,0.95,clench,0.8
1722054633.6637,2024-07-26 21:30:33.663,neutral,frown,0.95,clench,0.8
1722054633.6949,2024-07-26 21:30:33.694,neutral,frown,0.95,clench,0.8
1722054633.7262,2024-07-26 21:30:33.726,neutral,frown,0.95,clench,0.8
1722054633.7574,2024-07-26 21:30:33.757,neutral,frown,0.95,clench,0.8
1722054633.7887,2024-07-26 21:30:33.788,neutral,frown,0.95,clench,0.8
1722054633.8199,2024-07-26 21:30:33.819,neutral,frown,0.95,clench,0.8
1722054633.8512,2024-07-26 21:30:33.851,neutral,frown,0.95,clench,0.8
1722054633.8824,2024-07-26 21:30:33.882,neutral,frown,0.95,clench,0.8
1722054633.9137,2024-07-26 21:30:33.913,neutral,frown,0.95,clench,0.8
1722054633.9449,2024-07-26 21:30:33.944,neutral,frown,0.95,clench,0.8
1722054633.9762,2024-07-26 21:30:33.976,neutral,frown,0.95,clench,0.8
1722054634.0074,2024-07-26 21:30:34.007,neutral,frown,0.95,clench,0.8
1722054634.0387,2024-07-26 21:30:34.038,neutral,frown,0.95,clench,0.8
1722054634.0699,2024-07-26 21:30:34.069,neutral,frown,0.95,clench,0.8
1722054634.1012,2024-07-26 21:30:34.101,neutral,frown,0.95,clench,0.8
1722054634.1324,2024-07-26 21:30:34.132,neutral,frown,0.95,clench,0.8
1722054634.1637,2024-07-26 21:30:34.163,neutral,frown,0.95,clench,0.8
1722054634.1949,2024-07-26 21:30:34.194,neutral,frown,0.95,clench,0.8
1722054634.2262,2024-07-26 21:30:34.226,neutral,frown,0.95,clench,0.8
1722054634.2574,2024-07-26 21:30:34.257,neutral,frown,0.95,clench,0.8
1722054634.2887,2024-07-26 21:30:34.288,neutral,frown,0.95,clench,0.8
1722054634.3199,2024-07-26 21:30:34.319,neutral,frown,0.95,clench,0.8
1722054634.3512,2024-07-26 21:30:34.351,neutral,frown,0.95,clench,0.8
1722054634.3824,2024-07-26 21:30:34.382,neutral,frown,0.95,clench,0.8
1722054634.4137,2024-07-26 21:30:34.413,neutral,frown,0.95,clench,0.8
1722054634.4449,2024-07-26 21:30:34.444,neutral,frown,0.95,clench,0.8
1722054634.4762,2024-07-26 21:30:34.476,neutral,frown,0.95,clench,0.8
1722054634.5074,2024-07-26 21:30:34.507,neutral,frown,0.95,clench,0.8
