Time,Timestamp,Counter,Interpolated,Accelerometer X,Accelerometer Y,Accelerometer Z,Magnetometer X,Magnetometer Y,Magnetometer Z,Quaternion 0,Quaternion 1,Quaternion 2,Quaternion 3
1722048504.9096,2024-07-26 19:48:24.909,1,false,0.447267,-0.302307,0.583008,0.607178,0.880385,-0.448493,-0.134157,-0.045874,0.00154,0.054906
1722048504.9409,2024-07-26 19:48:24.940,2,false,0.447225,-0.302246,0.583008,0.607239,0.888685,-0.433356,-0.12195,-0.045901,0.001618,0.054823
1722048504.9721,2024-07-26 19:48:24.972,3,false,0.447225,-0.302246,0.583008,0.607239,0.884291,-0.431403,-0.123415,-0.045962,0.001688,0.05481
1722048505.0034,2024-07-26 19:48:25.003,4,false,0.447387,-0.302002,0.582947,0.6073,0.884291,-0.431403,-0.123415,-0.046017,0.001751,0.054797
1722048505.0346,2024-07-26 19:48:25.034,5,false,0.447228,-0.302002,0.583069,0.6073,0.884291,-0.435798,-0.135134,-0.045907,0.001722,0.054811
1722048505.0659,2024-07-26 19:48:25.065,6,false,0.446986,-0.302124,0.583191,0.6073,0.889662,-0.424079,-0.126833,-0.045919,0.001587,0.054933
1722048505.0971,2024-07-26 19:48:25.097,7,false,0.447024,-0.302185,0.58313,0.6073,0.889662,-0.424079,-0.126833,-0.045929,0.001465,0.055043
1722048505.1284,2024-07-26 19:48:25.128,8,false,0.44682,-0.302124,0.583191,0.607422,0.886732,-0.445563,-0.126345,-0.046085,0.001465,0.055154
1722048505.1596,2024-07-26 19:48:25.159,9,false,0.446746,-0.30188,0.583374,0.607422,0.880873,-0.427497,-0.129763,-0.046127,0.001526,0.055229
1722048505.1909,2024-07-26 19:48:25.190,10,false,0.446872,-0.301575,0.583435,0.607422,0.880873,-0.427497,-0.129763,-0.046165,0.001581,0.055297
1722048505.2221,2024-07-26 19:48:25.222,11,false,0.446709,-0.301453,0.583496,0.607544,0.887709,-0.44361,-0.138064,-0.046078,0.001569,0.055322
1722048505.2534,2024-07-26 19:48:25.253,12,false,0.446709,-0.301453,0.583496,0.607544,0.87892,-0.439704,-0.133181,-0.045974,0.001485,0.055307
1722048505.2846,2024-07-26 19:48:25.284,13,false,0.446872,-0.301575,0.583435,0.607422,0.886732,-0.445563,-0.126345,-0.045881,0.001435,0.055294
1722048505.3159,2024-07-26 19:48:25.315,14,false,0.446665,-0.301514,0.583435,0.607605,0.888197,-0.444587,-0.136599,-0.045798,0.001389,0.055283
1722048505.3471,2024-07-26 19:48:25.347,15,false,0.44662,-0.301575,0.583374,0.607666,0.895521,-0.440192,-0.14197,-0.04593,0.001421,0.055309
