Time,Timestamp,Counter,Interpolated,Accelerometer X,Accelerometer Y,Accelerometer Z,Magnetometer X,Magnetometer Y,Magnetometer Z,Quaternion 0,Quaternion 1,Quaternion 2,Quaternion 3
1722054623.9449,2024-07-26 21:30:23.944,25,false,0.444134,-0.303528,0.582092,0.609741,0.882826,-0.449958,-0.130739,-0.04563,0.001338,0.054721
1722054623.9762,2024-07-26 21:30:23.976,26,false,0.444378,-0.30365,0.58197,0.609619,0.881849,-0.435309,-0.142458,-0.045645,0.001338,0.054645
1722054624.0074,2024-07-26 21:30:24.007,27,false,0.444424,-0.303833,0.582031,0.609436,0.87306,-0.440681,-0.140017,-0.045622,0.0014,0.054759
1722054624.0387,2024-07-26 21:30:24.038,28,false,0.44447,-0.303894,0.582092,0.609314,0.87306,-0.440681,-0.140017,-0.0456,0.001455,0.054862
1722054624.0699,2024-07-26 21:30:24.069,29,false,0.444306,-0.304016,0.582153,0.609314,0.872572,-0.433845,-0.140017,-0.045655,0.001542,0.054869
1722054624.1012,2024-07-26 21:30:24.101,30,false,0.444264,-0.303955,0.582153,0.609375,0.89308,-0.430915,-0.135622,-0.04563,0.001461,0.054802
1722054624.1324,2024-07-26 21:30:24.132,31,false,0.44447,-0.303894,0.582092,0.609314,0.881849,-0.435309,-0.142458,-0.045535,0.001547,0.054852
1722054624.1637,2024-07-26 21:30:24.163,0,false,0.444139,-0.304016,0.582153,0.609436,0.881849,-0.42945,-0.135622,-0.045449,0.001624,0.054896
1722054624.1949,2024-07-26 21:30:24.194,1,false,0.444139,-0.303894,0.582153,0.609497,0.884291,-0.446052,-0.132204,-0.045397,0.001571,0.054998
1722054624.2262,2024-07-26 21:30:24.226,2,false,0.444181,-0.303955,0.582153,0.609436,0.888685,-0.439704,-0.129763,-0.045337,0.001487,0.055077
1722054624.2574,2024-07-26 21:30:24.257,3,false,0.44407,-0.303894,0.582397,0.609314,0.888685,-0.439704,-0.129763,-0.045284,0.001412,0.055148
1722054624.2887,2024-07-26 21:30:24.288,4,false,0.444028,-0.303833,0.582397,0.609375,0.869642,-0.436286,-0.131228,-0.045345,0.001503,0.055187
1722054624.3199,2024-07-26 21:30:24.319,5,false,0.444066,-0.303894,0.582336,0.609375,0.875013,-0.448493,-0.132692,-0.045388,0.00145,0.055247
1722054624.3512,2024-07-26 21:30:24.351,6,false,0.444146,-0.303894,0.582275,0.609375,0.875013,-0.448493,-0.132692,-0.045464,0.001537,0.055191
1722054624.3824,2024-07-26 21:30:24.382,7,false,0.443986,-0.303894,0.582397,0.609375,0.879408,-0.437263,-0.144411,-0.045495,0.001518,0.055092
