time,batteryLevel,batteryPercent,wirelessSignal,sensorsQuality,time,actionEye,actionUpperFace,powerUpperFace,actionLowerFace,powerLowerFace,time,engagement,excitement,longTermExcitement,stress,relaxation,interest,focus,isENG,isEXC,isSTR,isREL,isINT,isFOC,time,Pleasure,Arousal,Dominance,time,momentId,SAM-selectionP,SAM-selectionA,SAM-selectionD
,,,,,1.7189437E9,neutral,surprise,0.063705,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.7189437E9,neutral,surprise,0.135649,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1.7189437E9,4,95,1.0,[4-1-0-4-4-42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.7189437E9,neutral,surprise,0.135649,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.7189437E9,neutral,surprise,0.135649,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.7189437E9,neutral,surprise,0.135649,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.7189437E9,neutral,frown,0.21159,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.7189437E9,neutral,frown,0.21159,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.7189437E9,neutral,frown,0.21159,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.7189437E9,neutral,frown,0.21159,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.7189437E9,neutral,frown,0.169341,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.7189437E9,neutral,frown,0.169341,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.7189437E9,neutral,frown,0.169341,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.7189437E9,neutral,frown,0.169341,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.7189437E9,neutral,frown,0.118687,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.7189437E9,neutral,frown,0.118687,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
