time,batteryLevel,batteryPercent,wirelessSignal,sensorsQuality,time,actionEye,actionUpperFace,powerUpperFace,actionLowerFace,powerLowerFace,time,engagement,excitement,longTermExcitement,stress,relaxation,interest,focus,isENG,isEXC,isSTR,isREL,isINT,isFOC,time,Pleasure,Arousal,Dominance,time,momentId,SAM-selectionP,SAM-selectionA,SAM-selectionD
,,,,,1.720655E9,neutral,neutral,0.0,laugh,0.870932,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,neutral,neutral,0.0,laugh,0.870932,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,neutral,neutral,0.0,laugh,0.870932,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
1.720655E9,2,35,1.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,neutral,frown,0.525185,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,neutral,frown,0.525185,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,neutral,frown,0.525185,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,neutral,frown,0.525185,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,neutral,frown,0.452882,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,neutral,frown,0.452882,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,neutral,frown,0.452882,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,neutral,frown,0.452882,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,neutral,frown,0.973738,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,winkL,frown,0.973738,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,winkL,frown,0.973738,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,winkL,frown,0.973738,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,winkL,frown,0.939685,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1.720655E9,2,35,1.0,[4-4-2-4-4-83],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,winkL,frown,0.939685,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,winkL,frown,0.939685,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,winkL,frown,0.939685,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,winkL,frown,0.856655,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,winkL,frown,0.856655,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,winkL,frown,0.856655,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,winkL,frown,0.856655,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,neutral,frown,0.633195,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,neutral,frown,0.633195,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,neutral,frown,0.633195,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,neutral,frown,0.633195,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,neutral,frown,0.354972,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.720655E9,neutral,frown,0.354972,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
